segment_id,group_key,split,payload_hash,session_id,source_file,dataset_family,stream,row_count,duration_s
23f0904d08a7:000,03ecce3ad8bfc299,train,23f0904d08a74f8eae2f689349079659e8a0b71717fc2898eea541780a61ef14,M,Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,synchronized_categorized,vehicle,105974,10597.299999999996
71453d0af0d3:000,03ecce3ad8bfc299,train,71453d0af0d336bf4cc25e548f4ec4c75e83eba8b2a224604280510049d09587,M,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,synchronized_uncategorized,smartphone,105974,10599.623000144958
23f0904d08a7:000,03ecce3ad8bfc299,train,23f0904d08a74f8eae2f689349079659e8a0b71717fc2898eea541780a61ef14,M,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-M.csv,synchronized_uncategorized,vehicle,105974,10597.299999999996
efd2d4ff28f3:000,03ecce3ad8bfc299,train,efd2d4ff28f3689cdd19906c969053665fe959435622af8483c47e1ae5e3f829,M,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/M (Driver B)/V-M.csv,unsynchronized_categorized,vehicle,105995,10599.400000000001
71453d0af0d3:000,03ecce3ad8bfc299,train,71453d0af0d336bf4cc25e548f4ec4c75e83eba8b2a224604280510049d09587,M,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-M.csv,unsynchronized_uncategorized,smartphone,105974,10599.623000144958
efd2d4ff28f3:000,03ecce3ad8bfc299,train,efd2d4ff28f3689cdd19906c969053665fe959435622af8483c47e1ae5e3f829,M,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-M.csv,unsynchronized_uncategorized,vehicle,105995,10599.400000000001
ade9b3d779ac:000,075e5045e61a96f3,validation,ade9b3d779ac108d1f59ec26207e9b330a6465728d308abbb599b219b261d077,VTA28,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,synchronized_categorized,smartphone,4210,420.90000009536743
a8752e753ff9:000,075e5045e61a96f3,validation,a8752e753ff91c1788bac4b4f3f1e827cdd6834b44b03a88010d8c666d162efb,VTA28,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/V-vta28.csv,synchronized_categorized,vehicle,4210,420.8999999999942
f6681389a3ae:000,075e5045e61a96f3,validation,f6681389a3ae39e0b085f81857f370629fc78349cbb50461273dc1e54096af62,VTA28,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta28.csv,synchronized_uncategorized,smartphone,4210,420.90000009536743
a8752e753ff9:000,075e5045e61a96f3,validation,a8752e753ff91c1788bac4b4f3f1e827cdd6834b44b03a88010d8c666d162efb,VTA28,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta28.csv,synchronized_uncategorized,vehicle,4210,420.8999999999942
5aa02baf4555:000,075e5045e61a96f3,validation,5aa02baf4555bc7924ffa6f72c3d22bddce46a38d0f69f7cb97be50dd5d69b64,VTA28,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta28/V-Vta28.csv,unsynchronized_categorized,vehicle,4219,421.8000000000029
ade9b3d779ac:000,075e5045e61a96f3,validation,ade9b3d779ac108d1f59ec26207e9b330a6465728d308abbb599b219b261d077,VTA28,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta28.csv,unsynchronized_uncategorized,smartphone,4210,420.90000009536743
5aa02baf4555:000,075e5045e61a96f3,validation,5aa02baf4555bc7924ffa6f72c3d22bddce46a38d0f69f7cb97be50dd5d69b64,VTA28,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta28.csv,unsynchronized_uncategorized,vehicle,4219,421.8000000000029
413a1f581614:000,0989abd06f40ba0b,validation,413a1f581614b5f0088fcacd908d14289f1f5375fe2a810551cc3caa887629f0,VTA14,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/S-Vta14.csv,synchronized_categorized,smartphone,2885,288.39999985694885
47fb8c1e6a90:000,0989abd06f40ba0b,validation,47fb8c1e6a90e4791af51dc18880c757d7541fef80b98ac27ba4c14d02d8925d,VTA14,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/V-vta14.csv,synchronized_categorized,vehicle,2885,288.3999999999942
bb4a6ff8b36a:000,0989abd06f40ba0b,validation,bb4a6ff8b36af8de10e86abdddb2ff46de53d7cfe209a774d42080fecdd3993f,VTA14,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,synchronized_uncategorized,smartphone,2885,288.39999985694885
47fb8c1e6a90:000,0989abd06f40ba0b,validation,47fb8c1e6a90e4791af51dc18880c757d7541fef80b98ac27ba4c14d02d8925d,VTA14,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta14.csv,synchronized_uncategorized,vehicle,2885,288.3999999999942
9bf8deb2cafd:000,0989abd06f40ba0b,validation,9bf8deb2cafd2296f679e1309ec975fb56823a476117336328bcf3cd4d7595ed,VTA14,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta14/V-Vta14.csv,unsynchronized_categorized,vehicle,2893,289.20000000000437
413a1f581614:000,0989abd06f40ba0b,validation,413a1f581614b5f0088fcacd908d14289f1f5375fe2a810551cc3caa887629f0,VTA14,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta14.csv,unsynchronized_uncategorized,smartphone,2885,288.39999985694885
9bf8deb2cafd:000,0989abd06f40ba0b,validation,9bf8deb2cafd2296f679e1309ec975fb56823a476117336328bcf3cd4d7595ed,VTA14,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta14.csv,unsynchronized_uncategorized,vehicle,2893,289.20000000000437
c684df34222a:000,0a57d16a8b3f6a72,validation,c684df34222a7b54da0686f57d9f78d58750616c53de98ac2342a4bc21746bf0,VTA18,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta18.csv,unsynchronized_uncategorized,vehicle,100,9.900000000001455
53a4a5b9494e:000,0abbe815e3f5870f,train,53a4a5b9494e19fdfbe28ce57d7bf5f1b4482f1a5516c400fd14fc6c1316d728,VW8,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,synchronized_categorized,smartphone,1529,152.79999995231628
89692d9e3e6a:000,0abbe815e3f5870f,train,89692d9e3e6a2968867c6e04172bf5fed27c5a7e6b70206fa162a153420064b1,VW8,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,synchronized_categorized,vehicle,1529,152.8000000000029
7f899dfeb1c3:000,0abbe815e3f5870f,train,7f899dfeb1c3450c15c30bc933dc4ea098e081fccd72177e8c159acc5cb078c1,VW8,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw8.csv,synchronized_uncategorized,smartphone,1529,152.79999995231628
89692d9e3e6a:000,0abbe815e3f5870f,train,89692d9e3e6a2968867c6e04172bf5fed27c5a7e6b70206fa162a153420064b1,VW8,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw8.csv,synchronized_uncategorized,vehicle,1529,152.8000000000029
69846416ec5f:000,0abbe815e3f5870f,train,69846416ec5ff8ecbb4ff4c82ccf62bf0d4e4838e7d5a9cd966841e589929a05,VW8,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,unsynchronized_categorized,vehicle,1599,159.8000000000029
53a4a5b9494e:000,0abbe815e3f5870f,train,53a4a5b9494e19fdfbe28ce57d7bf5f1b4482f1a5516c400fd14fc6c1316d728,VW8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw8.csv,unsynchronized_uncategorized,smartphone,1529,152.79999995231628
69846416ec5f:000,0abbe815e3f5870f,train,69846416ec5ff8ecbb4ff4c82ccf62bf0d4e4838e7d5a9cd966841e589929a05,VW8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw8.csv,unsynchronized_uncategorized,vehicle,1599,159.8000000000029
fc23e971b8f3:000,0b7cf00479726db4,train,fc23e971b8f331ce5ca9c0956f1bb8bc103d6f7baf3dafadec8367bdcfa2cf74,VW16A,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,synchronized_categorized,smartphone,5879,587.798999786377
02a947a7f434:000,0b7cf00479726db4,train,02a947a7f4344d7d804487743ba8d2c67ad36f02a065b2f957319bb697a8fe06,VW16A,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,synchronized_categorized,vehicle,5879,587.7999999999956
77dfd320c66a:000,0b7cf00479726db4,train,77dfd320c66aec9889960cb6e32b586c571e17ebaf15cbe41d2965518669a01d,VW16A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16a.csv,synchronized_uncategorized,smartphone,5879,587.798999786377
02a947a7f434:000,0b7cf00479726db4,train,02a947a7f4344d7d804487743ba8d2c67ad36f02a065b2f957319bb697a8fe06,VW16A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw16a.csv,synchronized_uncategorized,vehicle,5879,587.7999999999956
ec97aa52952d:000,0b7cf00479726db4,train,ec97aa52952dd6c5cafad7c928a02a0fd702c4e563afe9f76cc4d781821ecedc,VW16A,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,unsynchronized_categorized,vehicle,6000,599.8999999999942
fc23e971b8f3:000,0b7cf00479726db4,train,fc23e971b8f331ce5ca9c0956f1bb8bc103d6f7baf3dafadec8367bdcfa2cf74,VW16A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw16a.csv,unsynchronized_uncategorized,smartphone,5879,587.798999786377
ec97aa52952d:000,0b7cf00479726db4,train,ec97aa52952dd6c5cafad7c928a02a0fd702c4e563afe9f76cc4d781821ecedc,VW16A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw16a.csv,unsynchronized_uncategorized,vehicle,6000,599.8999999999942
65348172ad4e:000,0c179cc0484a407f,train,65348172ad4eb61777bdee119ab5e88c558bf648df53a514e11d17a571d3b556,VFA02,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/S-Vfa02.csv,synchronized_categorized,smartphone,67523,6752.2009999752045
85b9631ca6a8:000,0c179cc0484a407f,train,85b9631ca6a8ce0cadc79ab32f581d28eaec3186a86ee2fc5a2af88766af8f29,VFA02,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/V-Vfa02.csv,synchronized_categorized,vehicle,67755,6775.4000000000015
65348172ad4e:000,0c179cc0484a407f,train,65348172ad4eb61777bdee119ab5e88c558bf648df53a514e11d17a571d3b556,VFA02,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,synchronized_uncategorized,smartphone,67523,6752.2009999752045
85b9631ca6a8:000,0c179cc0484a407f,train,85b9631ca6a8ce0cadc79ab32f581d28eaec3186a86ee2fc5a2af88766af8f29,VFA02,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa02.csv,synchronized_uncategorized,vehicle,67755,6775.4000000000015
85b9631ca6a8:000,0c179cc0484a407f,train,85b9631ca6a8ce0cadc79ab32f581d28eaec3186a86ee2fc5a2af88766af8f29,VFA02,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfa02/V-Vfa02.csv,unsynchronized_categorized,vehicle,67755,6775.4000000000015
65348172ad4e:000,0c179cc0484a407f,train,65348172ad4eb61777bdee119ab5e88c558bf648df53a514e11d17a571d3b556,VFA02,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vfa02.csv,unsynchronized_uncategorized,smartphone,67523,6752.2009999752045
85b9631ca6a8:000,0c179cc0484a407f,train,85b9631ca6a8ce0cadc79ab32f581d28eaec3186a86ee2fc5a2af88766af8f29,VFA02,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfa02.csv,unsynchronized_uncategorized,vehicle,67755,6775.4000000000015
b98958cc351e:000,0faa86345fa4ad6b,validation,b98958cc351eaee53bcc39d28bce3516fde4031935b666d6ef4ab2bed7a6138b,VTA1B,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/S-Vta1b.csv,synchronized_categorized,smartphone,954,95.29999995231628
83c6ad5afbbc:000,0faa86345fa4ad6b,validation,83c6ad5afbbc7b0aa36df623b5fd2de18716b97e212807954b0f4da966ec2ac1,VTA1B,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/V-Vta1b.csv,synchronized_categorized,vehicle,953,95.19999999999709
d4286914fd02:000,0faa86345fa4ad6b,validation,d4286914fd022b5784dceb7c086d452c30d64507cffc2ec2ce2a0405932a5b82,VTA1B,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1b.csv,synchronized_uncategorized,smartphone,954,95.29999995231628
83c6ad5afbbc:000,0faa86345fa4ad6b,validation,83c6ad5afbbc7b0aa36df623b5fd2de18716b97e212807954b0f4da966ec2ac1,VTA1B,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1b.csv,synchronized_uncategorized,vehicle,953,95.19999999999709
c2310873c85b:000,0faa86345fa4ad6b,validation,c2310873c85bbee53c043fdb444b554658ef4d72b5c0170e112941e3f392d00a,VTA1B,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta01b/V-Vta1b.csv,unsynchronized_categorized,vehicle,956,95.5
b98958cc351e:000,0faa86345fa4ad6b,validation,b98958cc351eaee53bcc39d28bce3516fde4031935b666d6ef4ab2bed7a6138b,VTA1B,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta1b.csv,unsynchronized_uncategorized,smartphone,954,95.29999995231628
c2310873c85b:000,0faa86345fa4ad6b,validation,c2310873c85bbee53c043fdb444b554658ef4d72b5c0170e112941e3f392d00a,VTA1B,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta1b.csv,unsynchronized_uncategorized,vehicle,956,95.5
878198cfe5fc:000,0fba2c11932e728d,validation,878198cfe5fcab64ddd0805ab5fce3f2b10c5def12ee8c44d03543e51620d553,VFB02G,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02g/V-Vfb02g.csv,unsynchronized_categorized,vehicle,27159,2715.800000000003
878198cfe5fc:000,0fba2c11932e728d,validation,878198cfe5fcab64ddd0805ab5fce3f2b10c5def12ee8c44d03543e51620d553,VFB02G,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02g.csv,unsynchronized_uncategorized,vehicle,27159,2715.800000000003
5851902ce5d4:000,0fc8cb012e9bef0f,train,5851902ce5d4f82f900d082e082d2fc43deac3d4f8f128d1193e6a353970f22d,S2,Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,synchronized_categorized,smartphone,93876,9388.608000040054
492b2b544356:000,0fc8cb012e9bef0f,train,492b2b5443566cf77f57c729b9dfed8b8533d60c0f02ee4a8d5dc6205e8e94ec,S2,Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,synchronized_categorized,vehicle,93876,9387.5
5851902ce5d4:000,0fc8cb012e9bef0f,train,5851902ce5d4f82f900d082e082d2fc43deac3d4f8f128d1193e6a353970f22d,S2,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,synchronized_uncategorized,smartphone,93876,9388.608000040054
492b2b544356:000,0fc8cb012e9bef0f,train,492b2b5443566cf77f57c729b9dfed8b8533d60c0f02ee4a8d5dc6205e8e94ec,S2,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S2.csv,synchronized_uncategorized,vehicle,93876,9387.5
37ece1cc5054:000,0fc8cb012e9bef0f,train,37ece1cc50549518a430ebf2b93a3c06ec358229133ff471686d8a0e78e0b0dc,S2,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/S (Driver A)/S2/V-S2.csv,unsynchronized_categorized,vehicle,93900,9389.900000000001
5851902ce5d4:000,0fc8cb012e9bef0f,train,5851902ce5d4f82f900d082e082d2fc43deac3d4f8f128d1193e6a353970f22d,S2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S2.csv,unsynchronized_uncategorized,smartphone,93876,9388.608000040054
37ece1cc5054:000,0fc8cb012e9bef0f,train,37ece1cc50549518a430ebf2b93a3c06ec358229133ff471686d8a0e78e0b0dc,S2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-S2.csv,unsynchronized_uncategorized,vehicle,93900,9389.900000000001
c51e706ffc90:000,15a305bc01296fd4,test,c51e706ffc9090761552735eb16ddb67e0a342b8e9222787b4973a89a6efc7b8,T10,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T10.csv,unsynchronized_uncategorized,smartphone,6699,669.7999999523163
99845be37ef3:000,168eba3863cc0eb1,validation,99845be37ef34a45500ea4db5acf1fc99c8483d3b3f3b10f828fd77d6a85a84f,A4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A4.csv,unsynchronized_uncategorized,smartphone,32829,3282.800000190735
21086d0da7c1:000,1719ed395f103453,test,21086d0da7c148cf45e70d2a2dbdf8bb1dbdbed97bfd296f008ed9b20e301a07,VFB01A,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb01a/V-Vfb01a.csv,unsynchronized_categorized,vehicle,17000,1699.9000000000015
21086d0da7c1:000,1719ed395f103453,test,21086d0da7c148cf45e70d2a2dbdf8bb1dbdbed97bfd296f008ed9b20e301a07,VFB01A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb01a.csv,unsynchronized_uncategorized,vehicle,17000,1699.9000000000015
1a9d760bc7d2:000,181f9752118213f7,test,1a9d760bc7d2a5aeb29bda49873d643643fbfa40bc951e0ffce1d767b456a7e2,VW9,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,synchronized_categorized,smartphone,552,55.10099983215332
0e371904d8bc:000,181f9752118213f7,test,0e371904d8bca8c86cc208118a8a4e269592c5b12944c66ea88f0a80ac844120,VW9,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,synchronized_categorized,vehicle,553,55.19999999999709
751e3a387bd3:000,181f9752118213f7,test,751e3a387bd340e99224f2ef1cbc14926a455922625325cfb41e1929aa140145,VW9,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw9.csv,synchronized_uncategorized,smartphone,552,55.10099983215332
0e371904d8bc:000,181f9752118213f7,test,0e371904d8bca8c86cc208118a8a4e269592c5b12944c66ea88f0a80ac844120,VW9,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw9.csv,synchronized_uncategorized,vehicle,553,55.19999999999709
b9850efcf8c6:000,181f9752118213f7,test,b9850efcf8c6cbab46a8ad93fce7fd765c757da9693a9a8f190ced322339fbbe,VW9,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,unsynchronized_categorized,vehicle,601,60.0
1a9d760bc7d2:000,181f9752118213f7,test,1a9d760bc7d2a5aeb29bda49873d643643fbfa40bc951e0ffce1d767b456a7e2,VW9,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw9.csv,unsynchronized_uncategorized,smartphone,552,55.10099983215332
b9850efcf8c6:000,181f9752118213f7,test,b9850efcf8c6cbab46a8ad93fce7fd765c757da9693a9a8f190ced322339fbbe,VW9,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw9.csv,unsynchronized_uncategorized,vehicle,601,60.0
f86e535305a7:000,1962b13e098ff407,validation,f86e535305a7200563e68f8399590109a170f7e78192d2eff32b31c2a8e762c9,VW13,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,synchronized_categorized,smartphone,284,28.299999952316284
a1be801957c9:000,1962b13e098ff407,validation,a1be801957c9ed33c11c2f88ebd8ea70d064e655d9ffa42070d61a99fde5a072,VW13,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,synchronized_categorized,vehicle,284,28.30000000000291
c3e5f69ec8f4:000,1962b13e098ff407,validation,c3e5f69ec8f47ce57f1a304ff96e21ca51cd8be7edf66235eb0217ff4a3d2177,VW13,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw13.csv,synchronized_uncategorized,smartphone,284,28.299999952316284
a1be801957c9:000,1962b13e098ff407,validation,a1be801957c9ed33c11c2f88ebd8ea70d064e655d9ffa42070d61a99fde5a072,VW13,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw13.csv,synchronized_uncategorized,vehicle,284,28.30000000000291
d5baf3d13427:000,1962b13e098ff407,validation,d5baf3d1342795aa6aefb011048278414a20f30ab874cf8bfa3e13caefeb7f97,VW13,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,unsynchronized_categorized,vehicle,297,29.599999999998545
f86e535305a7:000,1962b13e098ff407,validation,f86e535305a7200563e68f8399590109a170f7e78192d2eff32b31c2a8e762c9,VW13,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw13.csv,unsynchronized_uncategorized,smartphone,284,28.299999952316284
