segment_id,session_id,source_file,status,sample_count,duration_s,measured_rate_hz,is_regular,duplicate_timestamp_rows,analysis_time_source,gravity_method,gravity_confidence,gravity_tilt_from_phone_z_deg,magnetometer_weight,magnetometer_issues,yaw_support,orientation_mean_confidence,orientation_skipped_steps,speed_reference,speed_valid_fraction,alignment_confidence,yaw_resolved,roll_deg,pitch_deg,yaw_deg,forward_correlation,forward_lag_s,gravity_residual_deg,longitudinal_correlation,lateral_correlation,dynamic_sample_count,seconds_per_sample,error
1fd3d11e1b31:000,A10,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A10.csv,SUCCESS,8886,4442.5,2.0,True,0,wall_clock,gravity_channel,0.7066,3.568914631069689,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,1786,ref_velocity_mps,0.4451,0.5106,True,3.212814760254157,1.5548335659315768,-6.442195920114048,0.8849354591218961,1.4000000000000001,5.376656756547618e-15,0.45423120258341165,-0.6541763832445165,1085,6.89230812502578e-05,
202fab30375e:000,VTB10,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb10.csv,INSUFFICIENT_MOTION,196,19.5,10.000009536752259,True,0,wall_clock,gravity_channel,0.9801,0.009683016241067778,0.3,abrupt direction change,observed,0.7057,0,gnss_speed_mps,0.0153,0.0,False,0.0014040146855925722,-0.009580686108300096,,,0.0,,,,2,0.00010532295917593209,
2053e5e5c9a7:000,VTA20,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta20.csv,SUCCESS,3223,322.2,10.000009536752259,True,0,wall_clock,gravity_channel,0.9927,0.0028227095739448644,0.3,dip inconsistent,observed,0.7147,0,ref_velocity_mps,0.9333,0.5987,True,0.001932062114477158,0.0020578691227206842,128.24089066271972,0.9838379124712968,6.6000000000000005,5.499141587741223e-19,-0.11718979350305475,-0.17889202440022708,194,0.00013223844244705587,
2155a872fe5a:000,T1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T1.csv,SUCCESS,25759,738.379,999.8340882002384,False,17344,wall_clock,gravity_channel,0.8829,3.5435471764767144,0.0,unusable,dead_reckoned,0.5,10362,gnss_speed_mps,0.0094,0.0303,True,-0.7268766549837115,-3.4682881108739263,-168.54452958945294,0.3584052540519323,-0.2,5.014649532583125e-15,-0.0028431222801416174,0.24775501712161105,55,4.8562467486931924e-05,
228caace5149:000,VTA13,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta13.csv,INSUFFICIENT_MOTION,404,40.301,10.000009536752259,True,0,wall_clock,gravity_channel,0.9886,0.01827555994838669,0.7538,no issues detected,observed,0.8913,0,gnss_speed_mps,0.0149,0.0,False,0.01270769843896669,0.013134325054608754,,,0.0,,,,3,7.190123761745889e-05,
25bba4c7024d:000,VTA16,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,SUCCESS,11335,1133.4,10.000009536752259,True,0,wall_clock,gravity_channel,0.9873,0.003007780652552791,0.3,dip inconsistent,observed,0.7109,0,ref_velocity_mps,0.9972,0.0471,True,-0.002380866189362157,-0.0018379936463893017,-101.46227040053678,0.4113236516774328,4.800000000000001,1.3436806578007111e-18,-0.026086855886148178,-0.0004822947527002293,3093,8.478008822160417e-05,
25e382fbbc34:000,VTA1A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta1a.csv,SUCCESS,25676,2567.499,10.000009536752259,True,0,wall_clock,gravity_channel,0.9817,0.001239891495761968,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,1.0,0.1662,True,0.0012261557415483206,-0.00018404624075516913,32.95712090571317,0.6950256694050146,0.8,1.1647373140542372e-19,0.18936848358344355,0.011973790746301111,10066,5.245193176497436e-05,
2671b8ec2301:000,VTA9,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta9.csv,INSUFFICIENT_MOTION,156,15.498,10.000009536752259,True,0,wall_clock,gravity_channel,0.881,0.02502236098514592,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,gnss_speed_mps,0.0128,0.0,False,-0.007426856595231681,-0.023894776700835917,,,0.0,,,,1,6.637179486017722e-05,
274a8da537e3:000,S3A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S3a.csv,SUCCESS,24621,2462.0,10.000009536752259,True,0,wall_clock,gravity_channel,0.9952,0.0006810481850988962,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.997,0.0572,True,0.00025751882386158674,0.000630484484968601,27.916475833519094,0.4341730212853153,4.6000000000000005,2.7903192722631837e-19,0.013520095607829949,0.003871523541313772,7879,7.46289630803252e-05,
28161336944b:000,VTA30,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta30.csv,SUCCESS,17136,1713.5,10.000009536752259,True,0,wall_clock,gravity_channel,0.9901,0.0021121378020031835,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9992,0.1757,True,-0.0014211356798161086,-0.0015625298316208653,8.539177374214246,0.7139365980505405,5.2,8.455383077856649e-19,-0.015388393930870499,-0.021767137942929518,3886,7.100440009314928e-05,
2914b6a69096:000,VTB9,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb9.csv,INSUFFICIENT_MOTION,452,45.099,10.000009536752259,True,0,wall_clock,gravity_channel,0.9864,0.021318466799730804,0.9438,no issues detected,observed,0.9642,0,gnss_speed_mps,0.0133,0.0,False,0.02007696165472895,-0.007168865984895948,,,0.0,,,,0,7.588340706641135e-05,
2addd6cdb9c9:000,A11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A11.csv,INSUFFICIENT_MOTION,5155,2577.0,2.0,True,0,wall_clock,gravity_channel,0.9908,0.002197100200747835,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,1837,gnss_speed_mps,0.0351,0.0,False,0.002102537382617527,0.0006376408447823038,,,0.0,,,,34,6.378087293940201e-05,
2c7f5ff63717:000,T9,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T9.csv,SUCCESS,79909,7990.717,10.000009536752259,True,0,wall_clock,gravity_channel,0.7944,2.9263659238898136,0.0,unusable,dead_reckoned,0.5,0,gnss_speed_mps,0.0092,0.0449,True,1.8854662790940035,2.238401966777491,-26.626639309486702,0.5030529030084849,0.0,9.031940467871126e-16,0.02931164222859813,0.812007436237075,104,8.058089827189883e-05,
31640a5f5290:000,A13,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A13.csv,MAG_DISTURBED,9184,4591.5,2.0,True,0,wall_clock,gravity_channel,0.9912,0.004847904791444788,0.0,"unstable magnitude, dip inconsistent",dead_reckoned,0.5,4535,gnss_speed_mps,0.0298,0.0,False,-0.0046834179066336514,0.0012521092533305204,,0.28278015601535206,0.0,,,,58,5.91117922457597e-05,
31906be512c4:000,VW10,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw10.csv,SUCCESS,652,65.1,10.000009536752259,True,0,wall_clock,gravity_channel,0.9812,0.04784812738634792,0.3,dip inconsistent,observed,0.7065,0,ref_velocity_mps,0.9601,0.2679,True,-0.04784743618557267,0.00025718643647343,-30.379010152948908,0.937160577476799,2.2,8.823628674961701e-18,0.09834776660602741,-0.21099586844995874,305,7.633512270186193e-05,
3590c6ee231d:000,A8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A8.csv,INSUFFICIENT_MOTION,66617,6661.6,10.000009536752259,True,0,wall_clock,gravity_channel,0.9831,0.009932283304555405,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.0985,0.0,False,0.004701705492116647,-0.008748955210711677,,,0.0,,,,0,5.4104297701710115e-05,
35b361cd3f66:000,VTA26,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta26.csv,SUCCESS,1935,193.4,10.000009536752259,True,0,wall_clock,gravity_channel,0.9852,0.005567783805344991,0.9151,no issues detected,observed,0.9517,0,ref_velocity_mps,0.9959,0.2582,True,-0.0045282833871900935,-0.0032395780728686724,-103.01160247864621,0.9114259095887074,3.4000000000000004,5.532265125267908e-19,0.04998082027343226,-0.2535924836561906,388,0.00011405943152440582,
392d0b39dc43:000,T8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T8.csv,SUCCESS,48344,4833.806,10.000009536752259,True,4,wall_clock,gravity_channel,0.8239,15.233813134220929,0.0,unusable,dead_reckoned,0.5,3,gnss_speed_mps,0.0098,0.0533,True,-6.001226228571893,-14.027735204039224,-39.27025884513653,0.5903672215452239,10.4,6.030492732657529e-16,-0.0032946982498368656,0.7076084443897671,50,9.007856817783063e-05,
39c4ae392225:000,VW6,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw6.csv,SUCCESS,1281,128.0,10.000009536752259,True,0,wall_clock,gravity_channel,0.9832,0.013372390099214773,0.3,dip inconsistent,observed,0.7079,0,ref_velocity_mps,0.975,0.1023,True,-0.005622834343123743,0.012132788277553291,-85.27561518837332,0.5427066158986199,-2.2,8.23840113743547e-18,0.07223166414979078,0.042719525459697545,498,7.732099923477882e-05,
3b82987cb99d:000,VTA3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta3.csv,SUCCESS,645,64.4,10.000009536752259,True,0,wall_clock,gravity_channel,0.9935,0.008514823193916917,0.3,dip inconsistent,observed,0.7153,0,ref_velocity_mps,0.9721,0.1824,True,0.007767475287844085,0.003488343697364732,70.64111185900109,0.9820455680562249,4.4,4.422652912582186e-18,0.07663720811788624,0.14279086280887562,95,0.00014903069766646236,
3c912d93a732:000,VTB7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb7.csv,INSUFFICIENT_MOTION,461,46.001,10.000009536752259,True,0,wall_clock,gravity_channel,0.9891,0.007772776973007892,0.6873,no issues detected,observed,0.8653,0,gnss_speed_mps,0.013,0.0,False,-0.0034054467318270065,0.006987059072759013,,,0.0,,,,1,9.199934922549631e-05,
3db4ee68418f:000,VW12,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw12.csv,SUCCESS,918,91.7,10.000009536752259,True,0,wall_clock,gravity_channel,0.9837,0.003834947556233223,0.3,abrupt direction change,observed,0.7083,0,ref_velocity_mps,1.0,0.1194,True,-0.0035565184831939196,0.0014345727727802411,-73.7964026180689,0.7835002589240807,2.6,2.548723259141122e-18,-0.010399609591681656,-0.10215664573611939,77,6.639847494441151e-05,
4132d57199e8:000,VTB1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb1.csv,SUCCESS,32459,3245.799,10.000009536752259,True,6529,wall_clock,gravity_channel,0.9865,0.0010819641494930262,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,5457,ref_velocity_mps,0.9989,0.0826,True,-0.0004449434528738691,-0.0009862412202663196,58.74664152743455,0.4954478944596387,4.6000000000000005,3.36303297516216e-19,-0.005692146157644536,-0.16093789047620746,9521,4.643138420763692e-05,
413a1f581614:000,VTA14,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta14.csv,SUCCESS,2885,288.4,10.000009536752259,True,0,wall_clock,gravity_channel,0.9852,0.0024841202392319245,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9868,0.1543,True,-0.002017284776756852,0.0014496259839334605,-26.655164049878948,0.6654331204488593,5.4,7.628306962859243e-20,-0.02220941156061671,-0.011153287567310734,655,6.0282218371085384e-05,
437e6ff31147:000,VTB6,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb6.csv,INSUFFICIENT_MOTION,498,49.7,10.000009536752259,True,0,wall_clock,gravity_channel,0.9885,0.007117752898002607,0.3,abrupt direction change,observed,0.7117,0,gnss_speed_mps,0.012,0.0,False,0.006161737084968275,-0.0035630608276609136,,,0.0,,,,0,8.971084335428031e-05,
43dd8e5594fd:000,T7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T7.csv,SUCCESS,101690,10170.086,10.000009536752259,True,0,wall_clock,gravity_channel,0.8639,3.8445483888042804,0.0,unusable,dead_reckoned,0.5,2,gnss_speed_mps,0.0106,0.1633,True,-1.9568850367279185,3.3098964307608956,-52.83885948073295,0.6123610154724058,10.8,5.019579470855567e-15,0.011702371294944725,0.7593793315761532,63,8.659906873838909e-05,
45a91123027b:000,S3C,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S3c.csv,MAG_DISTURBED,37183,3718.199,10.000009536752259,True,0,wall_clock,gravity_channel,0.9958,0.00018140881613090841,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9999,0.0,False,-7.524977085222641e-05,-0.0001650655341224092,,0.04328202921621979,0.0,,,,13263,8.715606056535064e-05,
4a3b9065b673:000,S4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S4.csv,SUCCESS,94600,9773.105,10.000009536752259,True,0,wall_clock,gravity_channel,0.9879,0.000538610815027693,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,2,ref_velocity_mps,0.9998,0.0338,True,-0.0005237428579060575,-0.00012567827520152801,48.704847571886155,0.3565818508248675,4.6000000000000005,9.431238185006054e-20,-0.0021164080746732344,-0.03135526829833508,33031,7.603747040179414e-05,
4e0f18c9aeea:000,Y1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Y1.csv,MAG_DISTURBED,70285,7391.318,10.000009536752259,True,0,wall_clock,gravity_channel,0.9802,0.0026004054829205986,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,3,ref_velocity_mps,0.9441,0.0,False,-0.0025970813223218027,0.0001314430708137248,,0.033354729582104704,0.0,,,,24400,7.186735149735911e-05,
4e255b689bb1:000,VTA20,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta20.csv,SUCCESS,3223,322.2,10.000009536752259,True,0,wall_clock,gravity_channel,0.9927,0.002822709573944864,0.3,dip inconsistent,observed,0.7147,0,ref_velocity_mps,0.9333,0.5987,True,0.001932062114477157,0.002057869122720684,128.24089066271972,0.983837912471297,6.6000000000000005,9.177658445888237e-19,-0.11718979350305475,-0.17889202440022708,194,0.00012989137449214802,
4eaf1873275a:000,S3C,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,MAG_DISTURBED,37183,3718.199,10.000009536752259,True,0,wall_clock,gravity_channel,0.9958,0.00018140881613090828,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9989,0.0,False,-7.524977085222641e-05,-0.00016506553412240903,,0.04473859956540821,0.0,,,,13247,7.941325874769923e-05,
50a0ce6338f8:000,VTA19,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta19.csv,INSUFFICIENT_MOTION,292,29.101,10.000009536752259,True,0,wall_clock,gravity_channel,0.9885,0.0035104699732241406,0.9434,no issues detected,observed,0.9661,0,gnss_speed_mps,0.0137,0.0,False,0.003325490919190139,-0.001124504148796586,,,0.0,,,,1,0.0001013965753273088,
51abe4136abb:000,VW2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw2.csv,SUCCESS,52713,5271.199,10.000009536752259,True,0,wall_clock,gravity_channel,0.9861,0.0015578145455512633,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9995,0.1772,True,0.0006309941854251364,0.0014243007043362608,72.15776149891728,0.7192811258342537,4.6000000000000005,1.5377163773999932e-18,0.006291171558856409,-0.08592126706786413,9762,5.1173253277287855e-05,
538064be488d:000,VTB12,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb12.csv,INSUFFICIENT_MOTION,447,44.601,10.000009536752259,True,0,wall_clock,gravity_channel,0.9907,0.005455319744909677,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,gnss_speed_mps,0.0112,0.0,False,0.005374673916443508,-0.0009345554096020427,,,0.0,,,,1,7.116621922987036e-05,
53a4a5b9494e:000,VW8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw8.csv,SUCCESS,1529,152.8,10.000009536752259,True,0,wall_clock,gravity_channel,0.984,0.007926394763140675,0.3,dip inconsistent,observed,0.7085,0,ref_velocity_mps,1.0,0.0517,True,-0.006757471901409437,0.004142982925669655,66.03143881813679,0.42252280749744636,7.800000000000001,4.349360411061801e-18,-0.009482790138216448,-0.0738350041234536,788,6.908822760415038e-05,
55296eaadaa7:000,VTA11,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta11.csv,INSUFFICIENT_MOTION,510,50.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9877,0.005831808084076555,0.3,dip inconsistent,observed,0.7112,0,gnss_speed_mps,0.0118,0.0,False,0.0017092551244624868,0.005575700176495752,,,0.0,,,,2,7.42072548817697e-05,
5851902ce5d4:000,S2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S2.csv,SUCCESS,93876,9388.608,10.000009536752259,True,0,wall_clock,gravity_channel,0.9846,0.0015428109577160394,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,1,ref_velocity_mps,0.9998,0.0465,True,-0.001530758132181405,0.000192471275825766,5.841071412093225,0.4102647830472353,4.6000000000000005,2.3475701211403885e-18,-0.026930562675908428,-0.0752529540124602,34358,7.226244407528867e-05,
5a5de2c15ce2:000,VTA27,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta27.csv,SUCCESS,2540,253.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9789,0.008219072139063591,0.9097,no issues detected,observed,0.9435,0,ref_velocity_mps,0.8819,0.2376,True,-0.003685063006903345,-0.0073466630204948305,-91.56501842036913,0.8663173693371822,3.6,1.8702426433842933e-18,0.026730640678313242,-0.2467539248344478,736,6.740106299279375e-05,
5b2fbe40e507:000,S3B,Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3b/S-S3b.csv,SUCCESS,6813,685.528,10.000009536752259,True,0,wall_clock,gravity_channel,0.9683,0.0026752191055924514,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,1,ref_velocity_mps,0.9935,0.0116,True,0.0026467713387479178,-0.00038909991443988775,-10.94988503583332,0.3278350352105037,-12.0,2.1340492657788017e-19,0.0013630983675954607,0.09436291679587132,3081,7.530785263534463e-05,
