source_file,stream,row_count,valid_timestamps,invalid_timestamps,duplicate_timestamp_rows,non_monotonic_rows,reordered,measured_rate_hz,segment_count,encoding,encoding_warning,repair_applied,satellites_consistent
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/S-S4.csv,smartphone,94600,94600,0,0,0,False,10.000009536752259,2,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/V-S4.csv,vehicle,94600,94600,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa01/S-Vfa01.csv,smartphone,11486,11486,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa01/V-Vfa01.csv,vehicle,11535,11535,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/S-Vfa02.csv,smartphone,67523,67523,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/V-Vfa02.csv,vehicle,67755,67755,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01a/S-Vta1a.csv,smartphone,25676,25676,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01a/V-Vta1a.csv,vehicle,25676,25676,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/S-Vta1b.csv,smartphone,954,954,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/V-Vta1b.csv,vehicle,953,953,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/S-Vta2.csv,smartphone,10991,10991,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/V-vta2.csv,vehicle,10991,10991,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/S-Vta3.csv,smartphone,645,645,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/V-vta3.csv,vehicle,645,645,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/S-Vta4.csv,smartphone,1789,1789,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/V-vta4.csv,vehicle,1789,1789,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/S-Vta5.csv,smartphone,307,307,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/V-vta5.csv,vehicle,307,307,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/S-Vta6.csv,smartphone,1376,1376,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/V-vta6.csv,vehicle,1376,1376,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/S-Vta7.csv,smartphone,840,840,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/V-vta7.csv,vehicle,840,840,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/S-Vta8.csv,smartphone,3676,3676,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/V-vta8.csv,vehicle,3676,3676,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/S-Vta9.csv,smartphone,156,156,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/V-vta9.csv,vehicle,156,156,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/S-Vta10.csv,smartphone,1502,1502,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/V-vta10.csv,vehicle,1502,1502,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/S-Vta11.csv,smartphone,510,510,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/V-vta11.csv,vehicle,510,510,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/S-Vta12.csv,smartphone,610,610,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/V-vta12.csv,vehicle,610,610,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/S-Vta13.csv,smartphone,404,404,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/V-vta13.csv,vehicle,404,404,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/S-Vta14.csv,smartphone,2885,2885,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/V-vta14.csv,vehicle,2885,2885,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/S-Vta15.csv,smartphone,833,833,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/V-vta15.csv,vehicle,833,833,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,smartphone,11335,11335,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/V-vta16.csv,vehicle,11335,11335,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/S-Vta17.csv,smartphone,4519,4519,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/V-vta17.csv,vehicle,4519,4519,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/S-Vta19.csv,smartphone,292,292,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/V-vta19.csv,vehicle,292,292,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,smartphone,3223,3223,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,vehicle,3223,3223,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,smartphone,2079,2079,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/V-vta21.csv,vehicle,2079,2079,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,smartphone,1564,1564,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,vehicle,1564,1564,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,smartphone,1110,1110,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/V-vta23.csv,vehicle,1110,1110,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,smartphone,1171,1171,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/V-vta24.csv,vehicle,1171,1171,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,smartphone,646,646,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/V-vta25.csv,vehicle,646,646,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,smartphone,1935,1935,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/V-vta26.csv,vehicle,1935,1935,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/S-Vta27.csv,smartphone,2540,2540,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/V-vta27.csv,vehicle,2540,2540,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,smartphone,4210,4210,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/V-vta28.csv,vehicle,4210,4210,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,smartphone,23705,23705,0,5,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/V-vta29.csv,vehicle,23705,23705,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,smartphone,17136,17136,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/V-vta30.csv,vehicle,17136,17136,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,smartphone,32459,32459,0,6529,0,False,10.000009536752259,2,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/V-vtb1.csv,vehicle,32459,32459,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/S-Vtb2.csv,smartphone,5712,5712,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/V-vtb2.csv,vehicle,5712,5712,0,2,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,smartphone,8240,8240,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/V-vtb3.csv,vehicle,8240,8240,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/S-Vtb4.csv,smartphone,556,556,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/V-vtb4.csv,vehicle,556,556,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,smartphone,64388,64388,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/V-vtb5.csv,vehicle,64388,64388,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,smartphone,498,498,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/V-vtb6.csv,vehicle,498,498,0,0,0,False,9.999999999417923,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,smartphone,461,461,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/V-vtb7.csv,vehicle,461,461,0,0,0,False,9.999999999417923,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,smartphone,668,668,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/V-vtb8.csv,vehicle,668,668,0,0,0,False,9.999999999417923,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,smartphone,452,452,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/V-vtb9.csv,vehicle,452,452,0,0,0,False,9.999999999417923,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/S-Vtb10.csv,smartphone,196,196,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/V-vtb10.csv,vehicle,195,195,0,0,0,False,9.999999999417923,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/S-Vtb11.csv,smartphone,361,361,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/V-vtb11.csv,vehicle,361,361,0,0,0,False,9.999999999417923,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/S-Vtb12.csv,smartphone,447,447,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/V-vtb12.csv,vehicle,447,447,0,0,0,False,9.999999999417923,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/S-Vw1.csv,smartphone,20476,20476,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/V-Vw1.csv,vehicle,20475,20475,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,smartphone,52713,52713,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/V-Vw2.csv,vehicle,52712,52712,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,smartphone,3861,3861,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,vehicle,3861,3861,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,smartphone,126526,126526,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/V-Vw4.csv,vehicle,126527,126527,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,smartphone,1012,1012,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,vehicle,1012,1012,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/S-Vw6.csv,smartphone,1281,1281,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/V-Vw6.csv,vehicle,1281,1281,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/S-Vw7.csv,smartphone,1602,1602,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/V-Vw7.csv,vehicle,1602,1602,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,smartphone,1529,1529,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,vehicle,1529,1529,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,smartphone,552,552,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,vehicle,553,553,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/S-Vw10.csv,smartphone,652,652,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/V-Vw10.csv,vehicle,652,652,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,smartphone,4909,4909,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/V-Vw11.csv,vehicle,4909,4909,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/S-Vw12.csv,smartphone,918,918,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/V-Vw12.csv,vehicle,918,918,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,smartphone,284,284,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,vehicle,284,284,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,smartphone,3138,3138,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,vehicle,3138,3138,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,smartphone,19588,19588,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,vehicle,19588,19588,0,0,0,False,10.00000000014552,1,utf-8,,False,True
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,smartphone,15826,15826,0,0,0,False,10.000009536752259,1,cp1252,not valid UTF-8 (byte 223); decoded with cp1252 fallback,False,True
