session_id,dataset_family,smartphone_file,vehicle_file,smartphone_rows,vehicle_rows,row_counts_match,smartphone_start_s,smartphone_end_s,vehicle_start_s,vehicle_end_s,raw_overlap_s,offset_start_s,offset_end_s,mean_offset_s,drift_s,drift_ppm,whole_hour_offset,residual_offset_s,aligned_overlap_s,interpretation,evidence,note
VTA2,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/S-Vta2.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/V-vta2.csv,10991,10991,True,41191.265,42290.263,41190.3,42289.3,1098.0350000000035,0.9649999999965075,0.9629999999961001,0.9639999999963038,-0.0020000000004074536,-1.8198362151114227,0,0.9639999999963038,1098.9979999999923,constant_offset,INFERRED,"stable offset 0.964s, drift -0.0020s"
VTA20,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,3223,3223,True,45741.722,46063.922,45715.0,46037.2,295.4779999999955,26.72200000000157,26.72200000000157,26.72200000000157,0.0,0.0,0,26.72200000000157,322.1999999999971,constant_offset,INFERRED,"stable offset 26.722s, drift +0.0000s"
VTA21,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/V-vta21.csv,2079,2079,True,46052.022,46259.822,46043.7,46251.5,199.4780000000028,8.322000000000116,8.322000000000116,8.322000000000116,0.0,0.0,0,8.322000000000116,207.8000000000029,constant_offset,INFERRED,"stable offset 8.322s, drift +0.0000s"
VTA22,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,1564,1564,True,46260.822,46417.123,46257.0,46413.3,152.4780000000028,3.8220000000001164,3.822999999996682,3.8224999999983993,0.000999999996565748,6.397952633178051,0,3.8224999999983993,156.3000000000029,constant_offset,INFERRED,"stable offset 3.822s, drift +0.0010s"
VTA23,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/V-vta23.csv,1110,1110,True,46420.023,46530.923,46419.1,46530.0,109.97699999999895,0.9230000000025029,0.9230000000025029,0.9230000000025029,0.0,0.0,0,0.9230000000025029,110.90000000000146,constant_offset,INFERRED,"stable offset 0.923s, drift +0.0000s"
VTA24,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/V-vta24.csv,1171,1171,True,46535.922,46652.923,46535.8,46652.8,116.87800000000425,0.12199999999575084,0.12299999999959255,0.1224999999976717,0.0010000000038417056,8.547008579843638,0,0.1224999999976717,117.0,constant_offset,INFERRED,"stable offset 0.122s, drift +0.0010s"
VTA25,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/V-vta25.csv,646,646,True,46656.324,46720.822,46657.6,46722.1,63.22200000000157,-1.275999999998021,-1.2779999999984284,-1.2769999999982247,-0.0020000000004074536,-31.007751944301607,0,-1.2769999999982247,64.49800000000687,constant_offset,INFERRED,"stable offset -1.277s, drift -0.0020s"
VTA26,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/V-vta26.csv,1935,1935,True,46728.922,46922.322,46727.6,46921.0,192.07800000000134,1.3220000000001164,1.3220000000001164,1.3220000000001164,0.0,0.0,0,1.3220000000001164,193.40000000000146,constant_offset,INFERRED,"stable offset 1.322s, drift +0.0000s"
VTA27,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/S-Vta27.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/V-vta27.csv,2540,2540,True,46929.622,47183.522,46956.8,47210.7,226.7219999999943,-27.177999999999884,-27.177999999999884,-27.177999999999884,0.0,0.0,0,-27.177999999999884,253.89999999999418,constant_offset,INFERRED,"stable offset -27.178s, drift +0.0000s"
VTA28,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/V-vta28.csv,4210,4210,True,47214.922,47635.822,47216.3,47637.2,419.5219999999972,-1.3780000000042492,-1.3779999999969732,-1.3780000000006112,7.275957614183426e-12,1.728666575002026e-08,0,-1.3780000000006112,420.8999999999942,constant_offset,INFERRED,"stable offset -1.378s, drift +0.0000s"
VTA29,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/V-vta29.csv,23705,23705,True,48440.808,50810.586,48446.2,50816.6,2364.386000000006,-5.391999999999825,-6.013999999995576,-5.702999999997701,-0.6219999999957508,-262.4029699610827,0,-5.702999999997701,2369.7780000000057,variable_offset_possible_drift,INFERRED,offset moved -0.6220s over 2370.4s (-262.4 ppm)
VTA3,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/S-Vta3.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/V-vta3.csv,645,645,True,42353.893,42418.293,42374.0,42438.4,44.292999999997846,-20.10700000000361,-20.10700000000361,-20.10700000000361,0.0,0.0,0,-20.10700000000361,64.40000000000146,constant_offset,INFERRED,"stable offset -20.107s, drift +0.0000s"
VTA30,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/V-vta30.csv,17136,17136,True,50823.886,52537.386,50821.6,52535.1,1711.214,2.286000000000058,2.286000000000058,2.286000000000058,0.0,0.0,0,2.286000000000058,1713.5,constant_offset,INFERRED,"stable offset 2.286s, drift +0.0000s"
VTA4,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/S-Vta4.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/V-vta4.csv,1789,1789,True,42447.394,42626.193,42445.2,42624.0,176.60599999999977,2.194000000003143,2.1929999999993015,2.1935000000012224,-0.0010000000038417056,-5.59284118479692,0,2.1935000000012224,178.79899999999907,constant_offset,INFERRED,"stable offset 2.194s, drift -0.0010s"
VTA5,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/S-Vta5.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/V-vta5.csv,307,307,True,42634.393,42664.993,42633.6,42664.2,29.8070000000007,0.7929999999978463,0.7930000000051223,0.7930000000014843,7.275957614183426e-12,2.377763926203847e-07,0,0.7930000000014843,30.599999999998545,constant_offset,INFERRED,"stable offset 0.793s, drift +0.0000s"
VTA6,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/S-Vta6.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/V-vta6.csv,1376,1376,True,42671.993,42809.493,42669.7,42807.2,135.20699999999488,2.2930000000051223,2.2930000000051223,2.2930000000051223,0.0,0.0,0,2.2930000000051223,137.5,constant_offset,INFERRED,"stable offset 2.293s, drift +0.0000s"
VTA7,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/S-Vta7.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/V-vta7.csv,840,840,True,42815.293,42899.193,42813.7,42897.6,82.3070000000007,1.5930000000007567,1.5930000000007567,1.5930000000007567,0.0,0.0,0,1.5930000000007567,83.90000000000146,constant_offset,INFERRED,"stable offset 1.593s, drift +0.0000s"
VTA8,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/S-Vta8.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/V-vta8.csv,3676,3676,True,42905.293,43272.793,42904.0,43271.5,366.20700000000215,1.2929999999978463,1.2929999999978463,1.2929999999978463,0.0,0.0,0,1.2929999999978463,367.5,constant_offset,INFERRED,"stable offset 1.293s, drift +0.0000s"
VTA9,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/S-Vta9.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/V-vta9.csv,156,156,True,43283.394,43298.892,43283.1,43298.6,15.205999999998312,0.294000000001688,0.29200000000128057,0.2930000000014843,-0.0020000000004074536,-129.03225809080345,0,0.2930000000014843,15.498000000006869,constant_offset,INFERRED,"stable offset 0.293s, drift -0.0020s"
VTB1,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/V-vtb1.csv,32459,32459,True,53857.146,57102.945,53857.8,57103.6,3245.144999999997,-0.6540000000022701,-0.6549999999988358,-0.654500000000553,-0.000999999996565748,-0.30809045429963317,0,-0.654500000000553,3245.798999999999,constant_offset,INFERRED,"stable offset -0.655s, drift -0.0010s"
VTB10,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/S-Vtb10.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/V-vtb10.csv,196,195,False,66157.375,66176.875,66156.9,66176.3,18.92500000000291,0.47500000000582077,0.5749999999970896,0.5250000000014552,0.09999999999126885,5154.639174805353,0,0.5250000000014552,19.40000000000873,variable_offset_possible_drift,INFERRED,offset moved +0.1000s over 19.4s (+5154.6 ppm)
VTB11,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/S-Vtb11.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/V-vtb11.csv,361,361,True,66186.376,66222.376,66188.0,66224.0,34.37600000000384,-1.6239999999961583,-1.6239999999961583,-1.6239999999961583,0.0,0.0,0,-1.6239999999961583,36.0,constant_offset,INFERRED,"stable offset -1.624s, drift +0.0000s"
VTB12,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/S-Vtb12.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/V-vtb12.csv,447,447,True,66231.475,66276.076,66233.1,66277.7,42.97599999999511,-1.625,-1.6239999999961583,-1.6244999999980791,0.0010000000038417056,22.421524749818417,0,-1.6244999999980791,44.59999999999127,constant_offset,INFERRED,"stable offset -1.624s, drift +0.0010s"
VTB2,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/S-Vtb2.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/V-vtb2.csv,5712,5712,True,57980.476,58551.576,57981.4,58552.5,570.1759999999995,-0.9239999999990687,-0.9239999999990687,-0.9239999999990687,0.0,0.0,0,-0.9239999999990687,571.0999999999985,constant_offset,INFERRED,"stable offset -0.924s, drift +0.0000s"
VTB3,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/V-vtb3.csv,8240,8240,True,58561.676,59385.576,58563.1,59387.0,822.4760000000024,-1.4239999999990687,-1.4239999999990687,-1.4239999999990687,0.0,0.0,0,-1.4239999999990687,823.9000000000015,constant_offset,INFERRED,"stable offset -1.424s, drift +0.0000s"
VTB4,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/S-Vtb4.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/V-vtb4.csv,556,556,True,59398.376,59453.876,59398.8,59454.3,55.075999999993655,-0.42400000000634464,-0.42400000000634464,-0.42400000000634464,0.0,0.0,0,-0.42400000000634464,55.5,constant_offset,INFERRED,"stable offset -0.424s, drift +0.0000s"
VTB5,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/V-vtb5.csv,64388,64388,True,59453.075,65891.776,59481.4,65920.1,6410.375999999997,-28.325000000004366,-28.3240000000078,-28.324500000006083,0.000999999996565748,0.15531085414225657,0,-28.324500000006083,6438.700000000004,constant_offset,INFERRED,"stable offset -28.325s, drift +0.0010s"
VTB6,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/V-vtb6.csv,498,498,True,65925.376,65975.076,65926.9,65976.6,48.17600000000675,-1.5239999999903375,-1.5240000000048894,-1.5239999999976135,-1.4551915228366852e-11,-2.927950750173731e-07,0,-1.5239999999976135,49.70000000001164,constant_offset,INFERRED,"stable offset -1.524s, drift -0.0000s"
VTB7,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/V-vtb7.csv,461,461,True,65979.375,66025.376,65981.2,66027.2,44.17600000000675,-1.8249999999970896,-1.823999999993248,-1.8244999999951688,0.0010000000038417056,21.739130518297948,0,-1.8244999999951688,46.0,constant_offset,INFERRED,"stable offset -1.824s, drift +0.0010s"
VTB8,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/V-vtb8.csv,668,668,True,66033.376,66100.076,66035.0,66101.7,65.07600000000093,-1.6239999999961583,-1.6239999999961583,-1.6239999999961583,0.0,0.0,0,-1.6239999999961583,66.69999999999709,constant_offset,INFERRED,"stable offset -1.624s, drift +0.0000s"
VTB9,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/V-vtb9.csv,452,452,True,66105.377,66150.476,66107.0,66152.1,43.47599999999511,-1.6230000000068685,-1.6240000000107102,-1.6235000000087894,-0.0010000000038417056,-22.172949087396375,0,-1.6235000000087894,45.09900000001653,constant_offset,INFERRED,"stable offset -1.624s, drift -0.0010s"
VW1,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/S-Vw1.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/V-Vw1.csv,20476,20475,False,34675.816,36723.316,34575.4,36622.8,1946.984000000004,100.41599999999744,100.51599999999598,100.46599999999671,0.09999999999854481,48.84243430621507,0,100.46599999999671,2047.4000000000015,variable_offset_possible_drift,INFERRED,offset moved +0.1000s over 2047.4s (+48.8 ppm)
VW10,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/S-Vw10.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/V-Vw10.csv,652,652,True,58061.904,58127.004,58062.4,58127.5,64.60399999999936,-0.4959999999991851,-0.4959999999991851,-0.4959999999991851,0.0,0.0,0,-0.4959999999991851,65.09999999999854,constant_offset,INFERRED,"stable offset -0.496s, drift +0.0000s"
VW11,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/V-Vw11.csv,4909,4909,True,58135.504,58626.304,58134.0,58624.8,489.2960000000021,1.504000000000815,1.503999999993539,1.503999999997177,-7.275957614183426e-12,-1.4824689515451065e-08,0,1.503999999997177,490.8000000000029,constant_offset,INFERRED,"stable offset 1.504s, drift -0.0000s"
