session_id,stream,relative_path,total_rows,rows_with_fix,availability_fraction,has_gnss_fields,has_accuracy_field,mean_accuracy_m,worst_accuracy_m,outage_count,total_outage_s,longest_outage_s,documented_outages_found,position_update_rate_hz,position_update_count,median_update_interval_s,p90_update_interval_s,max_update_interval_s,position_hold_count,longest_position_hold_s,evidence,note
VTA14,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/V-vta14.csv,2885,2885,1.0,True,False,,,0,0.0,0.0,False,10.000000000000203,2885,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA15,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/S-Vta15.csv,833,833,1.0,True,True,5.783913565426171,6.0,0,0.0,0.0,False,0.11450381679389326,10,9.0,9.0,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA15,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/V-vta15.csv,833,833,1.0,True,False,,,0,0.0,0.0,False,10.00000000000035,833,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA16,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,11335,11335,1.0,True,True,4.2,6.0,0,0.0,0.0,False,0.10739327238839087,122,9.0,9.001000000000204,34.003999999999905,1,34.003999999999905,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA16,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/V-vta16.csv,11335,11335,1.0,True,False,,,0,0.0,0.0,False,9.918828304217387,11243,0.09999999999854481,0.10000000000582077,0.4000000000014552,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA17,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/S-Vta17.csv,4519,4519,1.0,True,True,3.6355388360256695,6.0,0,0.0,0.0,False,0.110116071328247,50,9.0,9.001000000000204,11.100000000000364,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA17,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/V-vta17.csv,4519,4519,1.0,True,False,,,0,0.0,0.0,False,9.853917662682699,4453,0.09999999999854481,0.10000000000582077,0.5,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA19,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/S-Vta19.csv,292,292,1.0,True,True,3.6164383561643834,4.0,0,0.0,0.0,False,0.1111111111111111,4,9.0,9.0,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA19,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/V-vta19.csv,292,292,1.0,True,False,,,0,0.0,0.0,False,9.518900343643088,278,0.09999999999854481,0.10000000000582077,0.20000000000436557,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA20,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,3223,3223,1.0,True,True,3.3437790878063915,6.0,0,0.0,0.0,False,0.028168925918854715,10,9.0,62.100200000000044,238.501,1,238.501,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA20,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,3223,3223,1.0,True,False,,,0,0.0,0.0,False,5.859714463066472,1889,0.09999999999854481,0.3000000000029104,1.4000000000014552,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA21,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,2079,2079,1.0,True,True,6.141986103896103,32.0,0,0.0,0.0,False,0.11263467189030363,24,9.0,9.000999999999976,14.999000000000024,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA21,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/V-vta21.csv,2079,2079,1.0,True,False,,,0,0.0,0.0,False,9.966313763233739,2072,0.09999999999854481,0.10000000000582077,0.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA22,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,1564,1564,1.0,True,True,4.0,4.0,0,0.0,0.0,False,0.11455448413420398,18,9.0,9.000999999999976,9.000999999999976,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA22,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,1564,1564,1.0,True,False,,,0,0.0,0.0,False,9.999999999999813,1564,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA23,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,1110,1110,1.0,True,True,5.059459459459459,8.0,0,0.0,0.0,False,0.11299435028248594,13,9.0,9.000899999999978,9.000999999999976,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA23,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/V-vta23.csv,1110,1110,1.0,True,False,,,0,0.0,0.0,False,9.945897204688778,1104,0.09999999999854481,0.10000000000582077,0.5999999999985448,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA24,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,1171,1171,1.0,True,True,3.9812126387702818,6.0,0,0.0,0.0,False,0.09155552842799164,10,9.0,12.600799999999985,27.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA24,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/V-vta24.csv,1171,1171,1.0,True,False,,,0,0.0,0.0,False,9.52991452991453,1116,0.09999999999854481,0.10000000000582077,0.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA25,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,646,646,1.0,True,True,3.0,3.0,0,0.0,0.0,False,0.08077805421822996,6,9.0,18.400000000000002,22.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA25,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/V-vta25.csv,646,646,1.0,True,False,,,0,0.0,0.0,False,8.356589147286822,540,0.09999999999854481,0.19999999999708962,1.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA26,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,1935,1935,1.0,True,True,3.2180878552971577,6.0,0,0.0,0.0,False,0.07841087297438576,16,9.0,12.000799999999979,61.999000000000024,1,61.999000000000024,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA26,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/V-vta26.csv,1935,1935,1.0,True,False,,,0,0.0,0.0,False,8.092037228541821,1566,0.09999999999854481,0.19999999999708962,1.2999999999956344,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA27,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/S-Vta27.csv,2540,2540,1.0,True,True,2.779527559055118,4.0,0,0.0,0.0,False,0.0969305331179321,25,9.0,9.000999999999976,29.600000000000136,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA27,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/V-vta27.csv,2540,2540,1.0,True,False,,,0,0.0,0.0,False,9.594328475778084,2437,0.09999999999854481,0.10000000000582077,1.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA28,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,4210,4210,1.0,True,True,4.5494061757719715,12.0,0,0.0,0.0,False,0.10518380870571319,43,9.0,9.000999999999976,32.0,1,32.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA28,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/V-vta28.csv,4210,4210,1.0,True,False,,,0,0.0,0.0,False,9.871703492516174,4156,0.09999999999854481,0.10000000000582077,0.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA29,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,23705,23705,1.0,True,True,3.7079519088799833,12.0,0,0.0,0.0,False,0.10485912092539866,249,9.0,9.001000000000204,34.0,2,34.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA29,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/V-vta29.csv,23705,23705,1.0,True,False,,,0,0.0,0.0,False,9.769659129260878,23159,0.09999999999854481,0.10000000000582077,1.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA30,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,17136,17136,1.0,True,True,20.00560224089636,600.0,0,0.0,0.0,False,0.09281419648590274,160,9.0,10.199799999999977,83.30000000000018,5,83.30000000000018,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA30,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/V-vta30.csv,17136,17136,1.0,True,False,,,0,0.0,0.0,False,9.330026262036768,15988,0.09999999999854481,0.10000000000582077,1.2000000000043656,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,32459,32459,1.0,True,True,319.39237191533937,2400.0,0,0.0,0.0,False,0.08615634319128654,280,9.0,9.00100000000009,663.4190000000001,2,663.4190000000001,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB1,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/V-vtb1.csv,32459,32459,1.0,True,False,,,0,0.0,0.0,False,9.791730852178212,31783,0.09999999999854481,0.10000000000582077,1.2999999999956344,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB2,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/S-Vtb2.csv,5712,5712,1.0,True,True,3.59593837535014,8.0,0,0.0,0.0,False,0.0977084699031265,56,9.0,9.00260000000003,36.000999999999976,1,36.000999999999976,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
