source_file,stream,row_count,rows_with_fix,availability_fraction,position_update_count,median_update_interval_s,p90_update_interval_s,max_update_interval_s,measured_update_rate_hz,stale_threshold_s,stale_rows,stale_fraction,max_stale_duration_s,confirmed_outages
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3c/S-S3c.csv,smartphone,37183,37183,1.0,391,9.0,9.098999738693237,60.00099992752075,0.10512132213307358,18.0,1375,0.03697926471774736,59.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3c/V-S3c.csv,vehicle,37183,37183,1.0,36242,0.10000000000582077,0.10000000000582077,10.80000000000291,9.74692055295574,1.0,112,0.003012129198827421,10.700000000011642,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/S-S4.csv,smartphone,94600,94600,1.0,932,9.0,9.000999927520752,337.6419999599457,0.09529165079517052,18.0,7851,0.08299154334038054,331.9010000228882,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/V-S4.csv,vehicle,94600,94600,1.0,87121,0.09999999999854481,0.10000000000582077,2.1000000000058208,9.20939967652935,1.0,63,0.0006659619450317125,2.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa01/S-Vfa01.csv,smartphone,11486,11486,1.0,123,9.0,9.001999855041504,34.0,0.10693302926638448,18.0,159,0.013842939230367404,33.90000009536743,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa01/V-Vfa01.csv,vehicle,11535,11535,1.0,11231,0.09999999999854481,0.10000000000582077,1.6999999999970896,9.736431420149112,1.0,8,0.0006935413957520589,1.5999999999985448,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/S-Vfa02.csv,smartphone,67523,67523,1.0,747,9.0,9.001000165939331,20.0,0.11055945008109726,18.0,20,0.0002961953704663596,19.899999856948853,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/V-Vfa02.csv,vehicle,67755,67755,1.0,67434,0.09999999999854481,0.10000000000582077,0.9000000000014552,9.952622723381642,1.0,0,0.0,0.8000000000029104,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01a/S-Vta1a.csv,smartphone,25676,25676,1.0,2520,1.0,1.001000165939331,36.0,0.9813003652284836,2.0,409,0.015929272472347718,35.89999985694885,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01a/V-Vta1a.csv,vehicle,25676,25676,1.0,25663,0.09999999999854481,0.10000000000582077,0.5,9.99493670886076,1.0,0,0.0,0.4000000000014552,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/S-Vta1b.csv,smartphone,954,954,1.0,95,1.0,1.0010000944137574,2.0,0.9905163319866913,2.0,0,0.0,1.8999998569488525,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/V-Vta1b.csv,vehicle,953,953,1.0,953,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000306,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/S-Vta2.csv,smartphone,10991,10991,1.0,1023,1.0,1.001000165939331,45.0,0.9323983801917897,2.0,646,0.05877536165953962,44.89999985694885,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/V-vta2.csv,vehicle,10991,10991,1.0,10809,0.09999999999854481,0.10000000000582077,1.1999999999970896,9.834394904458598,1.0,1,9.09835319807115e-05,1.0999999999985448,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/S-Vta3.csv,smartphone,645,645,1.0,5,9.0,19.85,24.5,0.07766990291262135,18.0,64,0.09922480620155039,24.40000009536743,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/V-vta3.csv,vehicle,645,645,1.0,643,0.09999999999854481,0.10000000000582077,0.3000000000029104,9.968944099378657,1.0,0,0.0,0.20000000000436557,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/S-Vta4.csv,smartphone,1789,1789,1.0,21,9.0,9.00099995136261,9.003000020980835,0.11236018175302231,18.0,0,0.0,8.902000188827515,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/V-vta4.csv,vehicle,1789,1789,1.0,1789,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999837,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/S-Vta5.csv,smartphone,307,307,1.0,4,9.0,9.000799942016602,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/V-vta5.csv,vehicle,307,307,1.0,307,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000476,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/S-Vta6.csv,smartphone,1376,1376,1.0,16,9.0,9.000999927520752,9.002000093460083,0.11244377823152332,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/V-vta6.csv,vehicle,1376,1376,1.0,1376,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.0,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/S-Vta7.csv,smartphone,840,840,1.0,10,9.0,9.00019998550415,9.000999927520752,0.11235814807379362,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/V-vta7.csv,vehicle,840,840,1.0,840,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999826,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/S-Vta8.csv,smartphone,3676,3676,1.0,33,9.0,9.000999927520752,82.00200009346008,0.08886420441120453,18.0,639,0.17383025027203483,81.89900016784668,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/V-vta8.csv,vehicle,3676,3676,1.0,3321,0.09999999999854481,0.10000000000582077,1.7999999999956344,9.034013605442176,1.0,12,0.003264417845484222,1.6999999999970896,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/S-Vta9.csv,smartphone,156,156,1.0,2,8.999000072479248,8.999000072479248,8.999000072479248,0.1111234572670136,17.998000144958496,0,0.0,8.89900016784668,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/V-vta9.csv,vehicle,156,156,1.0,156,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.0,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/S-Vta10.csv,smartphone,1502,1502,1.0,17,9.0,9.000999927520752,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/V-vta10.csv,vehicle,1502,1502,1.0,1502,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000098,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/S-Vta11.csv,smartphone,510,510,1.0,6,9.0,9.00059995651245,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/V-vta11.csv,vehicle,510,510,1.0,510,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999714,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/S-Vta12.csv,smartphone,610,610,1.0,7,9.0,9.0,9.0,0.1111111111111111,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/V-vta12.csv,vehicle,610,610,1.0,610,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.99999999999976,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/S-Vta13.csv,smartphone,404,404,1.0,6,9.0,9.00059995651245,9.000999927520752,0.13850031919467104,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/V-vta13.csv,vehicle,404,404,1.0,404,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000001084,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/S-Vta14.csv,smartphone,2885,2885,1.0,33,9.0,9.000999927520752,9.001999855041504,0.11114970481382457,18.0,0,0.0,8.901000261306763,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/V-vta14.csv,vehicle,2885,2885,1.0,2885,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000203,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/S-Vta15.csv,smartphone,833,833,1.0,10,9.0,9.0,9.0,0.1145038169328236,18.0,0,0.0,8.903000116348267,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/V-vta15.csv,vehicle,833,833,1.0,833,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000000035,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,smartphone,11335,11335,1.0,122,9.0,9.000999927520752,34.00399994850159,0.10739327238384583,18.0,168,0.014821349801499779,33.90000009536743,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/V-vta16.csv,vehicle,11335,11335,1.0,11243,0.09999999999854481,0.10000000000582077,0.4000000000014552,9.918828304217387,1.0,0,0.0,0.3000000000029104,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/S-Vta17.csv,smartphone,4519,4519,1.0,50,9.0,9.000999927520752,11.100000381469727,0.11011607135420663,18.0,0,0.0,10.999000072479248,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/V-vta17.csv,vehicle,4519,4519,1.0,4453,0.09999999999854481,0.10000000000582077,0.5,9.853917662682699,1.0,0,0.0,0.4000000000014552,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/S-Vta19.csv,smartphone,292,292,1.0,4,9.0,9.0,9.0,0.1111111111111111,18.0,0,0.0,8.901000261306763,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/V-vta19.csv,vehicle,292,292,1.0,278,0.09999999999854481,0.10000000000582077,0.20000000000436557,9.518900343643088,1.0,0,0.0,0.10000000000582077,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,smartphone,3223,3223,1.0,10,9.0,62.1002000331879,238.50100016593933,0.02816892590422461,18.0,2205,0.6841452063295067,238.40100026130676,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,vehicle,3223,3223,1.0,1889,0.09999999999854481,0.3000000000029104,1.4000000000014552,5.859714463066472,1.0,5,0.0015513496742165685,1.3000000000029104,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,smartphone,2079,2079,1.0,24,9.0,9.000999927520752,14.999000072479248,0.11263467186400176,18.0,0,0.0,14.8989999294281,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/V-vta21.csv,vehicle,2079,2079,1.0,2072,0.09999999999854481,0.10000000000582077,0.3000000000029104,9.966313763233739,1.0,0,0.0,0.20000000000436557,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,smartphone,1564,1564,1.0,18,9.0,9.000999927520752,9.000999927520752,0.11455448411653597,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,vehicle,1564,1564,1.0,1564,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999813,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,smartphone,1110,1110,1.0,13,9.0,9.000899934768677,9.000999927520752,0.1129943502317515,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/V-vta23.csv,vehicle,1110,1110,1.0,1104,0.09999999999854481,0.10000000000582077,0.5999999999985448,9.945897204688778,1.0,0,0.0,0.5,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,smartphone,1171,1171,1.0,10,9.0,12.600799942016604,27.0,0.09155552831785073,18.0,96,0.08198121263877028,26.899999856948853,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/V-vta24.csv,vehicle,1171,1171,1.0,1116,0.09999999999854481,0.10000000000582077,0.3000000000029104,9.52991452991453,1.0,0,0.0,0.20000000000436557,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,smartphone,646,646,1.0,6,9.0,18.400000000000002,22.0,0.08077805390460013,18.0,39,0.06037151702786378,21.899999856948853,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/V-vta25.csv,vehicle,646,646,1.0,540,0.09999999999854481,0.19999999999708962,1.0,8.356589147286822,1.0,0,0.0,0.9000000000014552,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,smartphone,1935,1935,1.0,16,9.0,12.0007999420166,61.99900007247925,0.07841087289620655,18.0,439,0.2268733850129199,61.89900016784668,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/V-vta26.csv,vehicle,1935,1935,1.0,1566,0.09999999999854481,0.19999999999708962,1.2999999999956344,8.092037228541821,1.0,3,0.0015503875968992248,1.1999999999970896,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/S-Vta27.csv,smartphone,2540,2540,1.0,25,9.0,9.000999927520752,29.59999990463257,0.09693053315526662,18.0,134,0.05275590551181102,29.500999927520752,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/V-vta27.csv,vehicle,2540,2540,1.0,2437,0.09999999999854481,0.10000000000582077,1.3000000000029104,9.594328475778084,1.0,2,0.0007874015748031496,1.1999999999970896,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,smartphone,4210,4210,1.0,43,9.0,9.000999927520752,32.0,0.10518380867456235,18.0,175,0.04156769596199525,31.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/V-vta28.csv,vehicle,4210,4210,1.0,4156,0.09999999999854481,0.10000000000582077,0.3000000000029104,9.871703492516174,1.0,0,0.0,0.20000000000436557,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,smartphone,23705,23705,1.0,249,9.0,9.000999927520752,34.0,0.10485912092235432,18.0,427,0.01801307740982915,33.90000009536743,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/V-vta29.csv,vehicle,23705,23705,1.0,23159,0.09999999999854481,0.10000000000582077,1.0,9.769659129260878,1.0,0,0.0,0.9000000000014552,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,smartphone,17136,17136,1.0,160,9.0,10.199800014495867,83.29999995231628,0.09281419650398696,18.0,1752,0.10224089635854341,83.19900012016296,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/V-vta30.csv,vehicle,17136,17136,1.0,15988,0.09999999999854481,0.10000000000582077,1.2000000000043656,9.330026262036768,1.0,2,0.00011671335200746966,1.1000000000058208,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,smartphone,32459,32459,1.0,280,9.0,9.001000165939331,663.4190001487732,0.08615634319062684,18.0,2878,0.08866570134631381,663.4190001487732,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/V-vtb1.csv,vehicle,32459,32459,1.0,31783,0.09999999999854481,0.10000000000582077,1.2999999999956344,9.791730852178212,1.0,2,6.161619273545088e-05,1.1999999999970896,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/S-Vtb2.csv,smartphone,5712,5712,1.0,56,9.0,9.002599954605103,36.00099992752075,0.09770846991537642,18.0,299,0.05234593837535014,35.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/V-vtb2.csv,vehicle,5712,5712,1.0,5273,0.09999999999854481,0.10000000000582077,1.7000000000043656,9.231308002101231,1.0,9,0.0015756302521008404,1.5999999999985448,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,smartphone,8240,8240,1.0,36,13.000999927520752,49.559799957275395,109.0990002155304,0.042750702342926654,26.001999855041504,2532,0.30728155339805824,108.99900007247925,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/V-vtb3.csv,vehicle,8240,8240,1.0,6750,0.09999999999854481,0.10000000000582077,1.3000000000029104,8.19152809807014,1.0,7,0.0008495145631067961,1.1999999999970896,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/S-Vtb4.csv,smartphone,556,556,1.0,6,9.0,9.001599884033203,9.001999855041504,0.11110864220913026,18.0,0,0.0,10.499000072479248,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/V-vtb4.csv,vehicle,556,556,1.0,526,0.09999999999854481,0.10000000000582077,0.5999999999985448,9.476534296029877,1.0,0,0.0,0.5,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,smartphone,64388,64388,1.0,703,9.0,9.000999927520752,40.00099992752075,0.10906885803089476,18.0,480,0.007454805243213021,39.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/V-vtb5.csv,vehicle,64388,64388,1.0,63903,0.09999999999854481,0.10000000000582077,1.3000000000029104,9.92467423548231,1.0,3,4.659253277008138e-05,1.2000000000043656,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,smartphone,498,498,1.0,6,9.0,9.001199913024902,9.001999855041504,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/V-vtb6.csv,vehicle,498,498,1.0,498,0.10000000000582077,0.10000000000582077,0.10000000000582077,9.999999999997657,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,smartphone,461,461,1.0,6,9.0,9.00059995651245,9.000999927520752,0.11110864220913026,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/V-vtb7.csv,vehicle,461,461,1.0,461,0.10000000000582077,0.10000000000582077,0.10000000000582077,10.0,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,smartphone,668,668,1.0,8,9.0,9.000399971008301,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/V-vtb8.csv,vehicle,668,668,1.0,668,0.10000000000582077,0.10000000000582077,0.10000000000582077,10.000000000000437,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,smartphone,452,452,1.0,6,9.0,9.0,9.0,0.11111604924425052,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/V-vtb9.csv,vehicle,452,452,1.0,452,0.10000000000582077,0.10000000000582077,0.10000000000582077,9.999999999998709,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/S-Vtb10.csv,smartphone,196,196,1.0,3,5.5,8.3,9.0,0.18181818181818182,11.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/V-vtb10.csv,vehicle,195,195,1.0,195,0.10000000000582077,0.10000000000582077,0.10000000000582077,9.999999999995499,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/S-Vtb11.csv,smartphone,361,361,1.0,5,9.0,9.001399898529053,9.001999855041504,0.1111111111111111,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/V-vtb11.csv,vehicle,361,361,1.0,361,0.10000000000582077,0.10000000000582077,0.10000000000582077,10.0,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/S-Vtb12.csv,smartphone,447,447,1.0,5,9.0,9.0,9.0,0.11141750993047157,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/V-vtb12.csv,vehicle,447,447,1.0,447,0.10000000000582077,0.10000000000582077,0.10000000000582077,10.000000000001958,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/S-Vw1.csv,smartphone,20476,20476,1.0,1,,,,,,0,0.0,2047.5,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/V-Vw1.csv,vehicle,20475,20475,1.0,5291,0.2999999999956344,0.8000000000029104,6.30000000000291,2.583764774836376,1.0,1568,0.07658119658119658,6.19999999999709,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,smartphone,52713,52713,1.0,565,9.0,9.100000143051147,58.00099992752075,0.107098097298791,18.0,849,0.016106083888224917,57.90499997138977,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/V-Vw2.csv,vehicle,52712,52712,1.0,51513,0.09999999999854481,0.10000000000582077,1.8999999999941792,9.772533247329783,1.0,16,0.00030353619669145547,1.7999999999956344,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,smartphone,3861,3861,1.0,41,9.0,9.099999904632568,15.0,0.10928931890328498,18.0,20,0.00518000518000518,20.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,vehicle,3861,3861,1.0,3856,0.09999999999854481,0.10000000000582077,0.3000000000029104,9.987046632124352,1.0,0,0.0,0.20000000000436557,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,smartphone,126526,126526,1.0,1340,9.0,9.099999904632568,94.99900007247925,0.10585901587025337,18.0,3620,0.028610720326257055,94.89999985694885,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/V-Vw4.csv,vehicle,126527,126527,1.0,123766,0.09999999999854481,0.10000000000582077,2.0,9.781783981158018,1.0,21,0.00016597248018209552,1.8999999999941792,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,smartphone,1012,1012,1.0,12,9.0,9.10099983215332,9.10099983215332,0.11458213985588513,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,vehicle,1012,1012,1.0,1000,0.09999999999854481,0.10000000000582077,0.3000000000029104,9.881305637982338,1.0,0,0.0,0.20000000000436557,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/S-Vw6.csv,smartphone,1281,1281,1.0,15,9.0,9.099999904632568,9.099999904632568,0.1119104717080145,18.0,0,0.0,8.999000072479248,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/V-Vw6.csv,vehicle,1281,1281,1.0,1281,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.0,1.0,0,0.0,0.0,0
