relative_path,column,semantic_role,total_rows,missing_rows,missing_percentage,non_numeric_rows,is_constant,kind
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Wheel Speed Rear Left,wheel_speed_rl,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Wheel Speed Rear Right,wheel_speed_rr,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Yaw Rate,yaw_rate,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Indicated Vehicle Speed,vehicle_speed,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Indicated Longitudinal Acceleration,accel_longitudinal,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Indicated Lateral Acceleration,accel_lateral,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Handbrake,handbrake,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Gear Requested,gear_requested,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Gear,gear,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Engine Speed,engine_speed,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Coolant Temperature,coolant_temperature,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Clutch Position,clutch_position,105974,0,0.0,0,True,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Brake Pressure,brake_pressure,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Brake Position,brake_position,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Battery Voltage,battery_voltage,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Air Temperature,air_temperature,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/V-M.csv,Accelerator Pedal Position,accelerator_pedal,105974,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GPS LATITUDE,gnss_latitude,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GPS LONGITUDE,gnss_longitude,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GPS ALTITUDE,gnss_altitude,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GPS SPEED,gnss_speed,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GPS ACCURACY,gnss_accuracy,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GPS ORIENTATION,gnss_heading,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GPS SATELLITES IN RANGE,gnss_satellites,51746,0,0.0,51746,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,TIME SINCE START,time_since_start_ms,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,DATE,datetime_string,51746,0,0.0,51746,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,ACCELEROMETER X,accel_x,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,ACCELEROMETER Y,accel_y,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,ACCELEROMETER Z,accel_z,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GRAVITY X,gravity_x,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GRAVITY Y,gravity_y,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GRAVITY Z,gravity_z,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GYROSCOPE Yaw,gyro_yaw,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GYROSCOPE Pitch,gyro_pitch,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,GYROSCOPE Roll,gyro_roll,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,MAGNETIC FIELD X,mag_x,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,MAGNETIC FIELD Y,mag_y,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,MAGNETIC FIELD Z,mag_z,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,ORIENTATION (Yaw),orientation_yaw,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,ORIENTATION (Pitch),orientation_pitch,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/S-S1.csv,ORIENTATION (Roll ),orientation_roll,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,No of GPS Satellites Available,gnss_satellites,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Time Since Start of Day,time_of_day_s,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Latitude,gnss_latitude,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Longitude,gnss_longitude,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Velocity,velocity,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Heading,heading,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Height,altitude,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Vertical velocity,vertical_velocity,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Sample period,sample_period_s,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Steering Angle,steering_angle,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Wheel Speed Front Left,wheel_speed_fl,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Wheel Speed Front Right,wheel_speed_fr,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Wheel Speed Rear Left,wheel_speed_rl,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Wheel Speed Rear Right,wheel_speed_rr,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Yaw Rate,yaw_rate,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Indicated Vehicle Speed,vehicle_speed,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Indicated Longitudinal Acceleration,accel_longitudinal,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Indicated Lateral Acceleration,accel_lateral,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Handbrake,handbrake,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Gear Requested,gear_requested,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Gear,gear,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Engine Speed,engine_speed,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Coolant Temperature,coolant_temperature,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Clutch Position,clutch_position,51746,0,0.0,0,True,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Brake Pressure,brake_pressure,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Brake Position,brake_position,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Battery Voltage,battery_voltage,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Air Temperature,air_temperature,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S1/V-S1.csv,Accelerator Pedal Position,accelerator_pedal,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GPS LATITUDE,gnss_latitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GPS LONGITUDE,gnss_longitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GPS ALTITUDE,gnss_altitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GPS SPEED,gnss_speed,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GPS ACCURACY,gnss_accuracy,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GPS ORIENTATION,gnss_heading,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GPS SATELLITES IN RANGE,gnss_satellites,93876,0,0.0,93876,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,TIME SINCE START,time_since_start_ms,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,DATE,datetime_string,93876,0,0.0,93876,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,ACCELEROMETER X,accel_x,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,ACCELEROMETER Y,accel_y,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,ACCELEROMETER Z,accel_z,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GRAVITY X,gravity_x,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GRAVITY Y,gravity_y,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GRAVITY Z,gravity_z,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GYROSCOPE Yaw,gyro_yaw,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GYROSCOPE Pitch,gyro_pitch,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,GYROSCOPE Roll,gyro_roll,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,MAGNETIC FIELD X,mag_x,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,MAGNETIC FIELD Y,mag_y,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,MAGNETIC FIELD Z,mag_z,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,ORIENTATION (Yaw),orientation_yaw,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,ORIENTATION (Pitch),orientation_pitch,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/S-S2.csv,ORIENTATION (Roll ),orientation_roll,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,No of GPS Satellites Available,gnss_satellites,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Time Since Start of Day,time_of_day_s,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Latitude,gnss_latitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Longitude,gnss_longitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Velocity,velocity,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Heading,heading,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Height,altitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Vertical velocity,vertical_velocity,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Sample period,sample_period_s,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Steering Angle,steering_angle,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Wheel Speed Front Left,wheel_speed_fl,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Wheel Speed Front Right,wheel_speed_fr,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Wheel Speed Rear Left,wheel_speed_rl,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Wheel Speed Rear Right,wheel_speed_rr,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Yaw Rate,yaw_rate,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Indicated Vehicle Speed,vehicle_speed,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Indicated Longitudinal Acceleration,accel_longitudinal,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Indicated Lateral Acceleration,accel_lateral,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Handbrake,handbrake,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Gear Requested,gear_requested,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Gear,gear,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Engine Speed,engine_speed,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Coolant Temperature,coolant_temperature,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Clutch Position,clutch_position,93876,0,0.0,0,True,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Brake Pressure,brake_pressure,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Brake Position,brake_position,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Battery Voltage,battery_voltage,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Air Temperature,air_temperature,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S2/V-S2.csv,Accelerator Pedal Position,accelerator_pedal,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GPS LATITUDE,gnss_latitude,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GPS LONGITUDE,gnss_longitude,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GPS ALTITUDE,gnss_altitude,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GPS SPEED,gnss_speed,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GPS ACCURACY,gnss_accuracy,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GPS ORIENTATION,gnss_heading,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GPS SATELLITES IN RANGE,gnss_satellites,24621,0,0.0,24621,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,TIME SINCE START,time_since_start_ms,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,DATE,datetime_string,24621,0,0.0,24621,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,ACCELEROMETER X,accel_x,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,ACCELEROMETER Y,accel_y,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,ACCELEROMETER Z,accel_z,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GRAVITY X,gravity_x,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GRAVITY Y,gravity_y,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GRAVITY Z,gravity_z,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GYROSCOPE Yaw,gyro_yaw,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GYROSCOPE Pitch,gyro_pitch,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,GYROSCOPE Roll,gyro_roll,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S3a/S-S3a.csv,MAGNETIC FIELD X,mag_x,24621,0,0.0,0,False,exact
