source_file,session_id,stream,dataset_family,payload_hash,segment_id,segment_index,start_row,end_row,row_count,start_time_s,end_time_s,duration_s,gap_before_s,median_interval_s,measured_rate_hz,segmentation_reason,is_short
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/S-S4.csv,S4,smartphone,synchronized_categorized,4a3b9065b673c57492bc3668afe3bf3d5fcac1eb7bb6ba9e3d3a54b9dba53d93,4a3b9065b673:000,0,0,35185,35186,1567793775.111,1567797293.611,3518.5,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/S-S4.csv,S4,smartphone,synchronized_categorized,4a3b9065b673c57492bc3668afe3bf3d5fcac1eb7bb6ba9e3d3a54b9dba53d93,4a3b9065b673:001,1,35186,94599,59414,1567797605.753,1567803548.216,5942.463000059128,312.1419999599457,0.09999990463256836,10.000009536752259,"forward gap of 312.1s exceeds threshold 10.0s (max(100.0x median interval 0.1000s, 10.0s))",False
Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/V-S4.csv,S4,vehicle,synchronized_categorized,12044e2b839a9871d7e2608beabde9f7f1cf1e36ef1ae83739b2a4192f9cb05f,12044e2b839a:000,0,0,94599,94600,62173.4,71633.3,9459.900000000001,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa01/S-Vfa01.csv,VFA01,smartphone,synchronized_categorized,c743ad854bd5fd6419fd12506ca1171f9a41ee25c991bd8d5697fc852644352c,c743ad854bd5:000,0,0,11485,11486,1573204826.236,1573205974.736,1148.5,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa01/V-Vfa01.csv,VFA01,vehicle,synchronized_categorized,e690a419193d8d79892553606826ba703b7c6ccd4231c7febaf64e0d4333c63b,e690a419193d:000,0,0,11534,11535,33622.0,34775.4,1153.4000000000015,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/S-Vfa02.csv,VFA02,smartphone,synchronized_categorized,65348172ad4eb61777bdee119ab5e88c558bf648df53a514e11d17a571d3b556,65348172ad4e:000,0,0,67522,67523,1573207037.649,1573213789.85,6752.2009999752045,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa02/V-Vfa02.csv,VFA02,vehicle,synchronized_categorized,85b9631ca6a8ce0cadc79ab32f581d28eaec3186a86ee2fc5a2af88766af8f29,85b9631ca6a8:000,0,0,67754,67755,35829.9,42605.3,6775.4000000000015,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01a/S-Vta1a.csv,VTA1A,smartphone,synchronized_categorized,25e382fbbc3403530e5faa5aad1ac1ef18676ed50319827bf2f7c2d782f5491c,25e382fbbc34:000,0,0,25675,25676,1573036907.3630002,1573039474.8620002,2567.4990000724792,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01a/V-Vta1a.csv,VTA1A,vehicle,synchronized_categorized,4b09e133584bf61221884b76e95004a96ce700d7eda5a9955ce802388d8f4fa8,4b09e133584b:000,0,0,25675,25676,38521.0,41088.5,2567.5,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/S-Vta1b.csv,VTA1B,smartphone,synchronized_categorized,b98958cc351eaee53bcc39d28bce3516fde4031935b666d6ef4ab2bed7a6138b,b98958cc351e:000,0,0,953,954,1573039489.463,1573039584.763,95.29999995231628,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01b/V-Vta1b.csv,VTA1B,vehicle,synchronized_categorized,83c6ad5afbbc7b0aa36df623b5fd2de18716b97e212807954b0f4da966ec2ac1,83c6ad5afbbc:000,0,0,952,953,41089.0,41184.2,95.19999999999709,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/S-Vta2.csv,VTA2,smartphone,synchronized_categorized,7bd4640e4db3bbec3754091908b245d4d93888469451483ee214bd3f8b92d5fe,7bd4640e4db3:000,0,0,10990,10991,1573039591.2649999,1573040690.263,1098.9980001449585,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/V-vta2.csv,VTA2,vehicle,synchronized_categorized,5fb5a864e5a6fa71445b7b0425bfabef3685ad6d178a8a39b34f2c4cc4bc1a0e,5fb5a864e5a6:000,0,0,10990,10991,41190.3,42289.3,1099.0,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/S-Vta3.csv,VTA3,smartphone,synchronized_categorized,3b82987cb99d7dfddcbbdbb9994006e10d231cb6017bf4d2d02f647a9a30ae21,3b82987cb99d:000,0,0,644,645,1573040753.893,1573040818.293,64.40000009536743,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/V-vta3.csv,VTA3,vehicle,synchronized_categorized,e2c6b46b5147ce6264535d24d92e616bccfc1b1e7e06976c0730302b77cdadb7,e2c6b46b5147:000,0,0,644,645,42374.0,42438.4,64.40000000000146,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/S-Vta4.csv,VTA4,smartphone,synchronized_categorized,f37db4374cc0b11e64fc0be619b502407d9f988c8b1f840922f6c4fc69b97a67,f37db4374cc0:000,0,0,1788,1789,1573040847.3939998,1573041026.1929998,178.79900002479553,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/V-vta4.csv,VTA4,vehicle,synchronized_categorized,0c626160be0f6ed1079a1b9d1c504429eb0c980c53167171fdebc2c27e0b2fff,0c626160be0f:000,0,0,1788,1789,42445.2,42624.0,178.8000000000029,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/S-Vta5.csv,VTA5,smartphone,synchronized_categorized,7aff2d8777e070fe55acb694b688cf9e501cf8f45c4fa4d2fb35d2633eaa5692,7aff2d8777e0:000,0,0,306,307,1573041034.393,1573041064.993,30.600000143051147,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/V-vta5.csv,VTA5,vehicle,synchronized_categorized,31c052676e02adc11e95a36a871b50f17b25296e66cbae3dc94dfc6bb5357d2a,31c052676e02:000,0,0,306,307,42633.6,42664.2,30.599999999998545,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/S-Vta6.csv,VTA6,smartphone,synchronized_categorized,5d09dd027359589a368dff658d3b5a7b1a5408e487493110772bd380ba77824b,5d09dd027359:000,0,0,1375,1376,1573041071.993,1573041209.493,137.5,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/V-vta6.csv,VTA6,vehicle,synchronized_categorized,ec82e633ecdcbaa5f5f78d10618f316da03ad5127d65b5a133c1c6bbb5dcf6be,ec82e633ecdc:000,0,0,1375,1376,42669.7,42807.2,137.5,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/S-Vta7.csv,VTA7,smartphone,synchronized_categorized,ac7c45d5dfb9885a3ca6291f5e0b10f4c3314cc1a8154badbd8c267bc847e180,ac7c45d5dfb9:000,0,0,839,840,1573041215.293,1573041299.1929998,83.89999985694885,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/V-vta7.csv,VTA7,vehicle,synchronized_categorized,87c54b7fb23d9bb6462b6a98b2ef732cd1cb40115aa442556d8a9ce3a4a363c6,87c54b7fb23d:000,0,0,839,840,42813.7,42897.6,83.90000000000146,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/S-Vta8.csv,VTA8,smartphone,synchronized_categorized,9879c75d65da9f797553cf7faa7e59c88a461b44eaa863b714df6757cc8fa4c1,9879c75d65da:000,0,0,3675,3676,1573041305.293,1573041672.793,367.5,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/V-vta8.csv,VTA8,vehicle,synchronized_categorized,3b38a7a248b5fd63dd715712974c9fd7f723be6cc0e1717e2d4555c3fc491984,3b38a7a248b5:000,0,0,3675,3676,42904.0,43271.5,367.5,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/S-Vta9.csv,VTA9,smartphone,synchronized_categorized,2671b8ec230138c353ee98fa6ef0da47f0bf8a164c136a4e424f275f42f2c8e8,2671b8ec2301:000,0,0,155,156,1573041683.3939998,1573041698.892,15.498000144958496,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/V-vta9.csv,VTA9,vehicle,synchronized_categorized,1b01d98ee2b5cd064ffdfc2a202cec1eaf4431445da753d895ab8d6c1ceb0180,1b01d98ee2b5:000,0,0,155,156,43283.1,43298.6,15.5,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/S-Vta10.csv,VTA10,smartphone,synchronized_categorized,a5d4d99847a8bd7459b8e323f10f0e61a640cc270a7892416875f982672da334,a5d4d99847a8:000,0,0,1501,1502,1573041710.393,1573041860.493,150.10000014305115,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/V-vta10.csv,VTA10,vehicle,synchronized_categorized,2848d229f4a5712783b95df1a3511a82f7488cdbb3968991c8a7a635b330549a,2848d229f4a5:000,0,0,1501,1502,43309.9,43460.0,150.09999999999854,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/S-Vta11.csv,VTA11,smartphone,synchronized_categorized,82e456eb6e006cd29f1b13b37ba125e2afdb25bde878c3349bf3d63ea6aea966,82e456eb6e00:000,0,0,509,510,1573041872.393,1573041923.293,50.90000009536743,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/V-vta11.csv,VTA11,vehicle,synchronized_categorized,12cf51936ea2cf4c98b5fda07bf6660ec48fac16ef8025160b7cf300b3a283b9,12cf51936ea2:000,0,0,509,510,43471.9,43522.8,50.900000000001455,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/S-Vta12.csv,VTA12,smartphone,synchronized_categorized,9809c567bbe8a3b5df48437e5ee9de7a19966376728395debb1fda1eead97553,9809c567bbe8:000,0,0,609,610,1573041935.393,1573041996.293,60.90000009536743,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/V-vta12.csv,VTA12,vehicle,synchronized_categorized,c2ba3053903b4afb93a72cf63d760120c66b9d4bc9b6abcd5a18f5e97c04b0a4,c2ba3053903b:000,0,0,609,610,43535.1,43596.0,60.900000000001455,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/S-Vta13.csv,VTA13,smartphone,synchronized_categorized,04b0ee07c4e48be7387bd82d1f0c9e170d9d5c62482a3ccc290d97675210297f,04b0ee07c4e4:000,0,0,403,404,1573042007.292,1573042047.593,40.300999879837036,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/V-vta13.csv,VTA13,vehicle,synchronized_categorized,2654dd964866b19ee869baabc31dde9d6dfdbd9ca9ebd2613c8b8c43c2b3adfa,2654dd964866:000,0,0,403,404,43606.9,43647.2,40.299999999995634,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/S-Vta14.csv,VTA14,smartphone,synchronized_categorized,413a1f581614b5f0088fcacd908d14289f1f5375fe2a810551cc3caa887629f0,413a1f581614:000,0,0,2884,2885,1573042052.493,1573042340.893,288.39999985694885,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/V-vta14.csv,VTA14,vehicle,synchronized_categorized,47fb8c1e6a90e4791af51dc18880c757d7541fef80b98ac27ba4c14d02d8925d,47fb8c1e6a90:000,0,0,2884,2885,43651.8,43940.2,288.3999999999942,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/S-Vta15.csv,VTA15,smartphone,synchronized_categorized,7d5d51193b78a370976310605201e34f5155bf4bc0740c69d356db1961cdfa4c,7d5d51193b78:000,0,0,832,833,1573042351.793,1573042434.993,83.20000004768372,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/V-vta15.csv,VTA15,vehicle,synchronized_categorized,7ce40f70af390e8d76c85f6c24d76c31f7e3e9f4bd5d6510e8196b852659e664,7ce40f70af39:000,0,0,832,833,43948.8,44032.0,83.19999999999709,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,VTA16,smartphone,synchronized_categorized,62fb3e3d94574567635c19bc646b374b2da209e611bfbfeb7f9e5899d05653f4,62fb3e3d9457:000,0,0,11334,11335,1573042440.6929998,1573043574.093,1133.4000000953674,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/V-vta16.csv,VTA16,vehicle,synchronized_categorized,c0d60dc9d7a391a06c4c9c42b81141f053465e8dd0e7038fdb380176da532205,c0d60dc9d7a3:000,0,0,11334,11335,44038.9,45172.3,1133.4000000000015,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/S-Vta17.csv,VTA17,smartphone,synchronized_categorized,cfabd101e8e06df30dfd00c692ccb9d102267c0c2b887e5d8bfc8a5e3a2c3a18,cfabd101e8e0:000,0,0,4518,4519,1573043585.392,1573044038.3779998,452.9859998226166,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/V-vta17.csv,VTA17,vehicle,synchronized_categorized,d635527b069dd3ad661ac4ab72aa73ca9c393610b07db8ce6c29985861878a68,d635527b069d:000,0,0,4518,4519,45184.9,45636.7,451.79999999999563,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/S-Vta19.csv,VTA19,smartphone,synchronized_categorized,052bc3dacd0c8189b67654acd7e41908d51eec407f2b71d09de7a3e6fbfb6695,052bc3dacd0c:000,0,0,291,292,1573044057.3769999,1573044086.4780002,29.10100030899048,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/V-vta19.csv,VTA19,vehicle,synchronized_categorized,129785b4938790880d7a8fb4b06b236c30f862732ea778640fd1ee42a92826fb,129785b49387:000,0,0,291,292,45656.9,45686.0,29.099999999998545,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,VTA20,smartphone,synchronized_categorized,4e255b689bb10c0a7ed6d83405f69c6a19eeafaf05d91bf645cab2ae8197a53c,4e255b689bb1:000,0,0,3222,3223,1573044141.722,1573044463.922,322.2000000476837,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,VTA20,vehicle,synchronized_categorized,4c49f750ae059a877fa4aa2389bc90fcded325caa500611f63ffbc0c1e72b88b,4c49f750ae05:000,0,0,3222,3223,45715.0,46037.2,322.1999999999971,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,VTA21,smartphone,synchronized_categorized,fa378298fb403d4bf857d4aa0f9d717aa5516e478bcd77f143498e760a83b751,fa378298fb40:000,0,0,2078,2079,1573044452.022,1573044659.822,207.79999995231628,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/V-vta21.csv,VTA21,vehicle,synchronized_categorized,9fef5d99355c9f3f92b0ae5369b44af9f7d2f28dd374a48ee90964633473d6fd,9fef5d99355c:000,0,0,2078,2079,46043.7,46251.5,207.8000000000029,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,VTA22,smartphone,synchronized_categorized,e07de2f95c2b08cb4da7b94e47765442e5e27687b274bd0dd784a529f592bb51,e07de2f95c2b:000,0,0,1563,1564,1573044660.822,1573044817.1230001,156.30100011825562,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,VTA22,vehicle,synchronized_categorized,b9f3b54087995125a35ba44f8b93f59981ae51abbc1bd9de46ff8df8c4c8d973,b9f3b5408799:000,0,0,1563,1564,46257.0,46413.3,156.3000000000029,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,VTA23,smartphone,synchronized_categorized,b898b14918eaa6097b8b54b61c15b6636805b7a1e5b610ad202b9d7979cb3e49,b898b14918ea:000,0,0,1109,1110,1573044820.023,1573044930.923,110.90000009536743,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/V-vta23.csv,VTA23,vehicle,synchronized_categorized,67c2a792a3696cfb18413ad07398e016842eaedd563200bf2fefac905993f353,67c2a792a369:000,0,0,1109,1110,46419.1,46530.0,110.90000000000146,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,VTA24,smartphone,synchronized_categorized,02929be6c8962eac080c855303ed2f0966a2fcc722b81c86c970eb222bbce54b,02929be6c896:000,0,0,1170,1171,1573044935.922,1573045052.923,117.00100016593933,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/V-vta24.csv,VTA24,vehicle,synchronized_categorized,719438458b2e383cc6fb8f27b5e2b4201fbe769fafb22b5f8ba1b633ff7a663c,719438458b2e:000,0,0,1170,1171,46535.8,46652.8,117.0,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,VTA25,smartphone,synchronized_categorized,ee2c003b48daf37abbd1e47eb570b88549911f7aeadb6559c53e667738e19715,ee2c003b48da:000,0,0,645,646,1573045056.324,1573045120.822,64.4980001449585,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/V-vta25.csv,VTA25,vehicle,synchronized_categorized,08c4cb3b39f2ca6964f46fca7d7ace98f84991b842ea83dc721ce16d45947632,08c4cb3b39f2:000,0,0,645,646,46657.6,46722.1,64.5,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,VTA26,smartphone,synchronized_categorized,ef9cf5419e1fa28e6a23f6718c8326202de2824da7ff74a1d280aa0a2f9443d1,ef9cf5419e1f:000,0,0,1934,1935,1573045128.922,1573045322.3219998,193.39999985694885,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/V-vta26.csv,VTA26,vehicle,synchronized_categorized,57e364d817aaa440c65f3e6afac2309a91a24ded9dc0ed620886e32138b778f5,57e364d817aa:000,0,0,1934,1935,46727.6,46921.0,193.40000000000146,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/S-Vta27.csv,VTA27,smartphone,synchronized_categorized,159116d1f4d56e93fbd0cd72940acd797c1eeccbbaed957c279ba9a5b77fc764,159116d1f4d5:000,0,0,2539,2540,1573045329.6220002,1573045583.5219998,253.89999961853027,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/V-vta27.csv,VTA27,vehicle,synchronized_categorized,7f3af1c360081cc93aabcbadec459c8625dbabc4edcbec9e5a5d812dacfbfd05,7f3af1c36008:000,0,0,2539,2540,46956.8,47210.7,253.89999999999418,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,VTA28,smartphone,synchronized_categorized,ade9b3d779ac108d1f59ec26207e9b330a6465728d308abbb599b219b261d077,ade9b3d779ac:000,0,0,4209,4210,1573045614.922,1573046035.822,420.90000009536743,,0.09999990463256836,10.000009536752259,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/V-vta28.csv,VTA28,vehicle,synchronized_categorized,a8752e753ff91c1788bac4b4f3f1e827cdd6834b44b03a88010d8c666d162efb,a8752e753ff9:000,0,0,4209,4210,47216.3,47637.2,420.8999999999942,,0.09999999999854481,10.00000000014552,first segment of file,False
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,VTA29,smartphone,synchronized_categorized,fdb0c5fe8db02276321e8780ca009543835eb2f452fe66372aa73e1a950787e1,fdb0c5fe8db0:000,0,0,23704,23705,1573046840.808,1573049210.586,2369.7779998779297,,0.09999990463256836,10.000009536752259,first segment of file,False
