session_id,stream,relative_path,start_time_s,end_time_s,duration_s,start_index,end_index,source,confidence,evidence
S4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/S-S4.csv,2967.409,3002.409,35.0,64860,65210,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/S (Driver A)/S4/S-S4.csv,4781.409,4811.409,30.0,83000,83300,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VFA01,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vf (Driver E)/V-Vfa01/S-Vfa01.csv,989.5070000000001,1023.5070000000001,34.0,9869,10209,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA1A,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta01a/S-Vta1a.csv,0.02,36.02,36.0,0,360,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA2,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/S-Vta2.csv,3393.02,3438.02,45.0,7091,7541,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA8,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/S-Vta8.csv,559.5120000000001,641.514,82.00199999999995,81,901,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA16,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,2058.512,2092.516,34.003999999999905,3717,4057,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA20,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,0.014,238.51500000000001,238.501,0,2385,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA26,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,1066.516,1128.515,61.999000000000024,793,1413,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA28,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,1552.5140000000001,1584.5140000000001,32.0,793,1113,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA29,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,1048.115,1082.115,34.0,10481,10821,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA29,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,1127.093,1160.094,33.000999999999976,11277,11607,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,2729.093,2766.093,37.0,3460,3830,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,2784.093,2832.093,48.0,4010,4490,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,3207.094,3290.3940000000002,83.30000000000018,8240,9073,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,3290.3940000000002,3339.0950000000003,48.70100000000002,9073,9560,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,3911.0930000000003,3947.0930000000003,36.0,15280,15640,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,0.029,67.328,67.299,0,673,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,67.328,730.7470000000001,663.4190000000001,673,3061,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB2,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/S-Vtb2.csv,456.913,492.914,36.000999999999976,4569,4929,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,625.914,735.013,109.09900000000005,447,1538,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,735.013,783.914,48.900999999999954,1538,2027,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,783.914,833.913,49.999000000000024,2027,2527,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,851.914,937.914,86.0,2707,3567,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,970.914,1012.914,42.0,3897,4317,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,1246.914,1312.914,66.0,6657,7317,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,1367.914,1399.914,32.0,7867,8187,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB5,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,3526.913,3566.914,40.001000000000204,20543,20943,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW2,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,653.311,688.311,35.0,6533,6883,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW2,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,1034.31,1092.311,58.000999999999976,10343,10923,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,626.41,692.41,66.0,6230,6890,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,889.41,960.3100000000001,70.90000000000009,8860,9569,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,8912.41,8949.309,36.89899999999943,89090,89459,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,10972.31,11067.309000000001,94.99900000000162,109689,110639,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,11622.31,11709.309000000001,86.99900000000162,116189,117059,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,12514.31,12560.31,46.0,125109,125569,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW11,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,14082.31,14131.31,49.0,704,1194,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW14C,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,3288.0080000000003,3336.0080000000003,48.0,10140,10620,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW16A,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,25.310000000000002,71.312,46.001999999999995,253,713,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,491.115,527.116,36.000999999999976,8286,8646,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,671.116,706.115,34.999000000000024,10086,10436,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,1590.115,1627.114,36.999000000000024,19276,19646,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,2297.114,2359.114,62.0,26346,26966,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,2404.114,2439.114,35.0,27416,27766,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,6446.109,6497.109,51.0,67837,68347,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,6497.109,6592.109,95.0,68347,69297,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,62415.6,62669.6,254.0,4557,4558,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,69223.7,69608.3,384.6000000000058,70099,70100,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,992.1270000000001,1033.128,41.00099999999986,9879,10289,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,3098.128,3228.128,130.0,30939,32239,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,4083.228,4154.227,70.9989999999998,40790,41500,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,4232.227,4264.127,31.900000000000546,42280,42599,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,378.31,410.312,32.00200000000001,48009,48329,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,1746.276,1792.275,45.999000000000024,61676,62136,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,2640.276,2679.275,38.99900000000025,70616,71006,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,3287.275,3317.2760000000003,30.001000000000204,77086,77386,observed_position_hold,observed_high,VERIFIED_FROM_FILE
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,5533.275000000001,5577.276,44.000999999999294,99546,99986,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,11.922,55.822,43.900000000000006,90,529,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,4245.921,4315.9220000000005,70.0010000000002,42430,43130,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,4622.9220000000005,4675.9220000000005,53.0,46200,46730,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,4808.9220000000005,4859.9220000000005,51.0,48060,48570,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,5029.921,5059.9220000000005,30.001000000000204,50270,50570,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,100.71000000000001,246.71,146.0,2871,4331,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,1159.71,1243.711,84.00099999999998,13461,14301,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,2483.71,2520.71,37.0,26701,27071,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,2666.7110000000002,2773.71,106.9989999999998,28531,29601,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,2908.812,2940.71,31.89800000000014,30952,31271,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,3167.7090000000003,3205.71,38.00099999999975,33541,33921,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,3343.71,3394.7110000000002,51.001000000000204,35301,35811,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,3793.811,3877.71,83.89899999999989,39802,40641,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,4057.71,4091.71,34.0,42441,42781,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,7112.81,7224.709,111.89899999999943,72992,74111,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3A,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,322.321,364.32,41.99899999999997,2910,3330,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3A,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,1357.32,1422.32,65.0,13260,13910,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3A,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,1508.32,1550.32,42.0,14770,15190,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3C,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,503.407,540.307,36.900000000000034,270,639,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3C,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,1362.407,1395.407,33.0,8860,9190,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3C,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,2484.408,2542.407,57.99900000000025,20080,20660,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3C,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,2578.407,2618.408,40.00099999999975,21020,21420,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S3C,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,3982.407,4042.408,60.00099999999975,35060,35660,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,72.428,113.428,41.0,640,1050,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,809.429,839.429,30.0,8010,8310,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,1136.429,1178.429,42.0,11280,11700,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,1389.428,1482.428,93.0,13810,14740,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,2906.529,2957.429,50.90000000000009,28981,29490,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,10.409,342.409,332.0,35290,38610,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,342.409,433.41,91.00100000000003,38610,39520,observed_position_hold,observed_high,VERIFIED_FROM_FILE
