segment_id,session_id,source_file,label_source,label_quality,row_count,labelled_rows,coverage_fraction,mean_label_mps,max_label_mps,stationary_fraction,note
71453d0af0d3:000,M,Synchronised V abd S datasets/Categorised IOVNB Dataset/M (Driver B)/S-M.csv,TIER_1_VEHICLE_SYNCED,high,105974,105941,0.9996886028648536,9.919836453680087,27.963680555559094,0.10516230732199998,interpolated from vehicle velocity at offset 3604.367s; 33 row(s) left unlabelled beyond 0.5s of a reference sample
7bd4640e4db3:000,VTA2,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/S-Vta2.csv,TIER_1_VEHICLE_SYNCED,high,10991,10989,0.9998180329360385,10.053582126823779,22.67545000001176,0.06943306943306943,interpolated from vehicle velocity at offset 0.764s; 2 row(s) left unlabelled beyond 0.5s of a reference sample
3b82987cb99d:000,VTA3,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta03/S-Vta3.csv,TIER_3_SMARTPHONE_GNSS,low,645,5,0.007751937984496124,1.0500000000000003,2.7527777777777778,0.6,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
f37db4374cc0:000,VTA4,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/S-Vta4.csv,TIER_1_VEHICLE_SYNCED,high,1789,1739,0.9720514253773057,11.105043898952083,14.355890277776927,0.0,interpolated from vehicle velocity at offset 7.094s; 50 row(s) left unlabelled beyond 0.5s of a reference sample
7aff2d8777e0:000,VTA5,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/S-Vta5.csv,TIER_3_SMARTPHONE_GNSS,low,307,4,0.013029315960912053,3.263888888888889,3.7305555555555556,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
5d09dd027359:000,VTA6,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/S-Vta6.csv,TIER_1_VEHICLE_SYNCED,high,1376,1359,0.9876453488372093,18.786305714986224,28.86694444443725,0.0,interpolated from vehicle velocity at offset 3.993s; 17 row(s) left unlabelled beyond 0.5s of a reference sample
ac7c45d5dfb9:000,VTA7,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/S-Vta7.csv,TIER_1_VEHICLE_SYNCED,high,840,816,0.9714285714285714,18.03377931304499,31.42805555555556,0.0,interpolated from vehicle velocity at offset 3.993s; 24 row(s) left unlabelled beyond 0.5s of a reference sample
9879c75d65da:000,VTA8,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/S-Vta8.csv,TIER_1_VEHICLE_SYNCED,high,3676,3638,0.9896626768226333,9.211451785168814,21.551944444444445,0.20890599230346343,interpolated from vehicle velocity at offset 5.093s; 38 row(s) left unlabelled beyond 0.5s of a reference sample
2671b8ec2301:000,VTA9,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/S-Vta9.csv,TIER_3_SMARTPHONE_GNSS,low,156,2,0.01282051282051282,4.825000000000001,5.7666666666666675,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
a5d4d99847a8:000,VTA10,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/S-Vta10.csv,TIER_1_VEHICLE_SYNCED,high,1502,1455,0.9687083888149135,25.038986840397065,32.76353055554989,0.0,interpolated from vehicle velocity at offset 5.193s; 47 row(s) left unlabelled beyond 0.5s of a reference sample
82e456eb6e00:000,VTA11,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/S-Vta11.csv,TIER_3_SMARTPHONE_GNSS,low,510,6,0.011764705882352941,4.183796296296297,7.427777777777778,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
9809c567bbe8:000,VTA12,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/S-Vta12.csv,TIER_3_SMARTPHONE_GNSS,low,610,7,0.011475409836065573,5.253571428571428,6.438888888888889,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
04b0ee07c4e4:000,VTA13,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/S-Vta13.csv,TIER_3_SMARTPHONE_GNSS,low,404,6,0.01485148514851485,6.555555555555556,7.530555555555556,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
413a1f581614:000,VTA14,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/S-Vta14.csv,TIER_1_VEHICLE_SYNCED,high,2885,2840,0.9844020797227037,18.806537937206524,25.28888888888889,0.0,interpolated from vehicle velocity at offset 5.193s; 45 row(s) left unlabelled beyond 0.5s of a reference sample
7d5d51193b78:000,VTA15,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/S-Vta15.csv,TIER_1_VEHICLE_SYNCED,high,833,831,0.9975990396158463,19.884270143067344,21.891111111111115,0.0,interpolated from vehicle velocity at offset 3.093s; 2 row(s) left unlabelled beyond 0.5s of a reference sample
62fb3e3d9457:000,VTA16,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,TIER_1_VEHICLE_SYNCED,high,11335,11303,0.9971768857520953,12.047326606809847,26.09611111109494,0.052110059276298325,interpolated from vehicle velocity at offset 4.993s; 32 row(s) left unlabelled beyond 0.5s of a reference sample
cfabd101e8e0:000,VTA17,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/S-Vta17.csv,TIER_1_VEHICLE_SYNCED,high,4519,4478,0.9909271962823634,9.050880652324993,15.59248888889408,0.05984814649397052,interpolated from vehicle velocity at offset 4.585s; 41 row(s) left unlabelled beyond 0.5s of a reference sample
052bc3dacd0c:000,VTA19,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/S-Vta19.csv,TIER_3_SMARTPHONE_GNSS,low,292,4,0.0136986301369863,2.2305555555555556,4.1194444444444445,0.25,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
4e255b689bb1:000,VTA20,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,TIER_1_VEHICLE_SYNCED,high,3223,3008,0.9332919640086875,1.2559352328974485,12.45388888888889,0.8158244680851063,interpolated from vehicle velocity at offset 5.222s; 215 row(s) left unlabelled beyond 0.5s of a reference sample
fa378298fb40:000,VTA21,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,TIER_1_VEHICLE_SYNCED,high,2079,2026,0.9745069745069745,13.393400168640865,20.78662499999879,0.026159921026653505,interpolated from vehicle velocity at offset 3.022s; 53 row(s) left unlabelled beyond 0.5s of a reference sample
e07de2f95c2b:000,VTA22,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,TIER_1_VEHICLE_SYNCED,high,1564,1561,0.9980818414322251,10.611678451313376,15.506955555551393,0.0,interpolated from vehicle velocity at offset 3.522s; 3 row(s) left unlabelled beyond 0.5s of a reference sample
b898b14918ea:000,VTA23,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,TIER_1_VEHICLE_SYNCED,high,1110,1101,0.9918918918918919,9.823832657180606,14.402144444440932,0.03814713896457766,interpolated from vehicle velocity at offset 1.723s; 9 row(s) left unlabelled beyond 0.5s of a reference sample
02929be6c896:000,VTA24,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,TIER_1_VEHICLE_SYNCED,high,1171,1138,0.9718189581554227,6.068505301698361,15.656484722216165,0.26449912126537783,interpolated from vehicle velocity at offset 3.322s; 33 row(s) left unlabelled beyond 0.5s of a reference sample
ee2c003b48da:000,VTA25,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,TIER_3_SMARTPHONE_GNSS,low,646,6,0.009287925696594427,0.949537037037037,3.2055555555555553,0.3333333333333333,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
ef9cf5419e1f:000,VTA26,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,TIER_1_VEHICLE_SYNCED,high,1935,1927,0.9958656330749354,5.152629612811968,15.308055555554606,0.4058121432278153,interpolated from vehicle velocity at offset 2.122s; 8 row(s) left unlabelled beyond 0.5s of a reference sample
159116d1f4d5:000,VTA27,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/S-Vta27.csv,TIER_1_VEHICLE_SYNCED,high,2540,2240,0.8818897637795275,12.397465548115033,18.046944444444442,0.06964285714285715,interpolated from vehicle velocity at offset 2.822s; 300 row(s) left unlabelled beyond 0.5s of a reference sample
ade9b3d779ac:000,VTA28,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,TIER_1_VEHICLE_SYNCED,high,4210,4154,0.9866983372921615,9.450727206708414,18.346111111111114,0.09701492537313433,interpolated from vehicle velocity at offset 4.122s; 56 row(s) left unlabelled beyond 0.5s of a reference sample
fdb0c5fe8db0:000,VTA29,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,TIER_1_VEHICLE_SYNCED,high,23705,23619,0.9963720734022358,10.952630353276597,28.3197333333338,0.08086709852237606,interpolated from vehicle velocity at offset 3.197s; 86 row(s) left unlabelled beyond 0.5s of a reference sample
28161336944b:000,VTA30,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,TIER_1_VEHICLE_SYNCED,high,17136,17123,0.9992413632119514,6.859668803169264,27.79,0.2183028674881738,interpolated from vehicle velocity at offset 3.586s; 13 row(s) left unlabelled beyond 0.5s of a reference sample
4132d57199e8:000,VTB1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,TIER_1_VEHICLE_SYNCED,high,32459,32424,0.9989217166271296,12.865782485452872,28.103684722218482,0.039816185541574144,interpolated from vehicle velocity at offset 2.845s; 35 row(s) left unlabelled beyond 0.5s of a reference sample
06ad03911f2d:000,VTB2,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/S-Vtb2.csv,TIER_1_VEHICLE_SYNCED,high,5712,5671,0.9928221288515406,7.55896527312451,16.983055555555556,0.18673955210721213,interpolated from vehicle velocity at offset 3.176s; 41 row(s) left unlabelled beyond 0.5s of a reference sample
7a8bd69ead89:000,VTB3,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,TIER_1_VEHICLE_SYNCED,high,8240,8201,0.9952669902912621,0.8048665779241132,10.401544444438727,0.5431044994512865,interpolated from vehicle velocity at offset 2.476s; 39 row(s) left unlabelled beyond 0.5s of a reference sample
bd191de76af1:000,VTB4,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/S-Vtb4.csv,TIER_3_SMARTPHONE_GNSS,low,556,6,0.01079136690647482,1.3902777777777777,2.1361111111111115,0.16666666666666666,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
6896dfad520b:000,VTB5,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,TIER_1_VEHICLE_SYNCED,high,64388,64088,0.9953407467229919,17.317583614466002,31.371929166666607,0.023077643240544253,interpolated from vehicle velocity at offset 1.675s; 300 row(s) left unlabelled beyond 0.5s of a reference sample
437e6ff31147:000,VTB6,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,TIER_3_SMARTPHONE_GNSS,low,498,6,0.012048192771084338,4.926851851851851,5.391666666666667,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
3c912d93a732:000,VTB7,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,TIER_3_SMARTPHONE_GNSS,low,461,6,0.013015184381778741,4.462500000000001,5.202777777777778,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
6d3b6e43afbe:000,VTB8,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,TIER_1_VEHICLE_SYNCED,high,668,651,0.9745508982035929,19.390526868919572,21.26,0.0,interpolated from vehicle velocity at offset 0.076s; 17 row(s) left unlabelled beyond 0.5s of a reference sample
2914b6a69096:000,VTB9,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,TIER_3_SMARTPHONE_GNSS,low,452,6,0.01327433628318584,5.818981481481482,6.6722222222222225,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
9e3fc03408f1:000,VTB10,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/S-Vtb10.csv,TIER_3_SMARTPHONE_GNSS,low,196,3,0.015306122448979591,3.6833333333333336,5.216666666666667,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
87c795b6c20e:000,VTB11,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/S-Vtb11.csv,TIER_3_SMARTPHONE_GNSS,low,361,5,0.013850415512465374,5.373333333333333,5.75,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
538064be488d:000,VTB12,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/S-Vtb12.csv,TIER_3_SMARTPHONE_GNSS,low,447,5,0.011185682326621925,3.4666666666666672,5.466666666666667,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
fbf968d0ce57:000,VW1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/S-Vw1.csv,TIER_2_VEHICLE_CLOCK,medium,20476,20474,0.9999023246727876,0.011361873324432946,0.05652777777788894,1.0,interpolated from vehicle velocity at offset 100.466s; 2 row(s) left unlabelled beyond 0.5s of a reference sample
51abe4136abb:000,VW2,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,TIER_1_VEHICLE_SYNCED,high,52713,52689,0.9995447043423823,18.705843294357347,32.0464944444438,0.05357854580652508,interpolated from vehicle velocity at offset 4.234s; 24 row(s) left unlabelled beyond 0.5s of a reference sample
9a03b6e9ec4a:000,VW3,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,TIER_1_VEHICLE_SYNCED,high,3861,3811,0.987049987049987,12.96300112576164,21.494205555552494,0.051430070847546576,interpolated from vehicle velocity at offset 4.984s; 50 row(s) left unlabelled beyond 0.5s of a reference sample
fa0b8dc8dddf:000,VW4,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,TIER_1_VEHICLE_SYNCED,high,126526,126484,0.9996680524161042,16.945689227644838,36.62958333333333,0.06719426963094147,interpolated from vehicle velocity at offset 4.454s; 42 row(s) left unlabelled beyond 0.5s of a reference sample
049ad3efce5a:000,VW5,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,TIER_1_VEHICLE_SYNCED,high,1012,980,0.9683794466403162,6.674579897959244,10.37990972222319,0.04795918367346939,interpolated from vehicle velocity at offset 6.004s; 32 row(s) left unlabelled beyond 0.5s of a reference sample
d37056443067:000,VW6,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/S-Vw6.csv,TIER_1_VEHICLE_SYNCED,high,1281,1249,0.9750195160031225,8.600451009696588,11.315000000000001,0.0,interpolated from vehicle velocity at offset 1.804s; 32 row(s) left unlabelled beyond 0.5s of a reference sample
aa2774bec039:000,VW7,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/S-Vw7.csv,TIER_2_VEHICLE_CLOCK,medium,1602,1602,1.0,7.236031461541181,11.712155555552085,0.0149812734082397,interpolated from vehicle velocity at offset -167.797s; 0 row(s) left unlabelled beyond 0.5s of a reference sample
53a4a5b9494e:000,VW8,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,TIER_1_VEHICLE_SYNCED,high,1529,1485,0.9712230215827338,6.920300435839727,12.8966944444453,0.04713804713804714,interpolated from vehicle velocity at offset -156.696s; 44 row(s) left unlabelled beyond 0.5s of a reference sample
1a9d760bc7d2:000,VW9,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,TIER_3_SMARTPHONE_GNSS,low,552,7,0.012681159420289856,2.142063492063492,3.9,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
dac55cdbb0b0:000,VW10,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/S-Vw10.csv,TIER_1_VEHICLE_SYNCED,high,652,626,0.9601226993865031,11.347325643414594,16.3592999999973,0.0,interpolated from vehicle velocity at offset 2.004s; 26 row(s) left unlabelled beyond 0.5s of a reference sample
d1fb2b7e3ad0:000,VW11,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,TIER_1_VEHICLE_SYNCED,high,4909,4877,0.9934813607659401,11.813917885539873,27.341944444444444,0.14845191716218986,interpolated from vehicle velocity at offset 4.704s; 32 row(s) left unlabelled beyond 0.5s of a reference sample
3db4ee68418f:000,VW12,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/S-Vw12.csv,TIER_1_VEHICLE_SYNCED,high,918,911,0.9923747276688453,25.12173089706056,27.057775000000962,0.0,interpolated from vehicle velocity at offset 3.305s; 7 row(s) left unlabelled beyond 0.5s of a reference sample
f86e535305a7:000,VW13,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,TIER_3_SMARTPHONE_GNSS,low,284,4,0.014084507042253521,7.781250000000001,8.73611111111111,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
c33f936d8de8:000,VW14A,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,TIER_1_VEHICLE_SYNCED,high,3138,3124,0.9955385595920969,25.21407583937967,30.396111111111114,0.0,interpolated from vehicle velocity at offset 3.484s; 14 row(s) left unlabelled beyond 0.5s of a reference sample
0be63d31a967:000,VW14B,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,TIER_1_VEHICLE_SYNCED,high,19588,19580,0.999591586685726,21.015807174855127,33.371090277774485,0.0,interpolated from vehicle velocity at offset 4.684s; 8 row(s) left unlabelled beyond 0.5s of a reference sample
79d0af64caf8:000,VW14C,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,TIER_1_VEHICLE_SYNCED,high,15826,15807,0.9987994439529888,10.80685626392664,27.911111111111115,0.15619662174985766,interpolated from vehicle velocity at offset 3.784s; 19 row(s) left unlabelled beyond 0.5s of a reference sample
85be9e57dfa6:000,VW15,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/S-Vw15.csv,TIER_2_VEHICLE_CLOCK,medium,1380,1380,1.0,0.022690215378423674,0.14891388889361362,1.0,interpolated from vehicle velocity at offset 2.493s; 0 row(s) left unlabelled beyond 0.5s of a reference sample
fc23e971b8f3:000,VW16A,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,TIER_1_VEHICLE_SYNCED,high,5879,5737,0.975846232352441,14.281309307032295,23.187959722221862,0.07704375108941956,interpolated from vehicle velocity at offset 4.003s; 142 row(s) left unlabelled beyond 0.5s of a reference sample
5edb201c6796:000,VW16B,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,TIER_1_VEHICLE_SYNCED,high,1126,1089,0.9671403197158082,16.795422940261236,23.9806305555607,0.006427915518824609,interpolated from vehicle velocity at offset 3.503s; 37 row(s) left unlabelled beyond 0.5s of a reference sample
abd8373222ff:000,VW17,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/S-Vw17.csv,TIER_3_SMARTPHONE_GNSS,low,329,4,0.0121580547112462,5.002777777777778,5.444444444444445,0.0,no synchronized vehicle reference; smartphone GNSS speed used on fresh rows only. Low confidence: the smartphone position updates ~0.1 Hz.
4e0f18c9aeea:000,Y1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,TIER_2_VEHICLE_CLOCK,medium,70285,66305,0.9433734082663442,8.54901692729731,23.233944444583273,0.11118316869014404,interpolated from vehicle velocity at offset 3468.062s; 3980 row(s) left unlabelled beyond 0.5s of a reference sample
71453d0af0d3:000,M,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,TIER_1_VEHICLE_SYNCED,high,105974,105941,0.9996886028648536,9.919836453680087,27.963680555559094,0.10516230732199998,interpolated from vehicle velocity at offset 3604.367s; 33 row(s) left unlabelled beyond 0.5s of a reference sample
819c5c4bb272:000,S1,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,TIER_1_VEHICLE_SYNCED,high,51746,51703,0.999169017895103,7.338959342938709,25.93467499191152,0.11045780709049766,interpolated from vehicle velocity at offset 3604.745s; 43 row(s) left unlabelled beyond 0.5s of a reference sample
5851902ce5d4:000,S2,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,TIER_1_VEHICLE_SYNCED,high,93876,93834,0.9995526013038476,8.041508670763712,29.081361111107064,0.13378945797898417,interpolated from vehicle velocity at offset 3604.295s; 42 row(s) left unlabelled beyond 0.5s of a reference sample
8e085465f038:000,S3A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,TIER_1_VEHICLE_SYNCED,high,24621,24508,0.9954104219974819,10.542351623506393,27.226944444409522,0.08890974375714053,interpolated from vehicle velocity at offset 3604.794s; 113 row(s) left unlabelled beyond 0.5s of a reference sample
19e3c80523ef:000,S3B,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,TIER_1_VEHICLE_SYNCED,high,6813,6769,0.993541758403053,5.563745932436934,12.399080555576925,0.08612793617964248,interpolated from vehicle velocity at offset 3604.357s; 44 row(s) left unlabelled beyond 0.5s of a reference sample
