relative_path,time_column_role,measured_rate_hz,rate_kind,delta_median_s,delta_mean_s,delta_std_s,delta_min_s,delta_max_s,coefficient_of_variation,sampling_class,evidence
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/S-Vta4.csv,time_since_start_ms,10.000000000000568,exact,0.09999999999999432,0.09999944071588367,0.0005651114205424006,0.09600000000000364,0.10400000000001342,0.00565114581138492,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta04/V-vta4.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000163,2.911603133007348e-12,0.09999999999854481,0.10000000000582077,2.9116031330073e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/S-Vta5.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.10000000000000007,0.0004917622040805475,0.09799999999995634,0.10199999999997544,0.004917622040805471,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/V-vta5.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999999525,2.9068103216492355e-12,0.09999999999854481,0.10000000000582077,2.9068103216493736e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/S-Vta6.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.1,0.0005981790549812061,0.09499999999997044,0.10599999999999454,0.005981790549812061,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta06/V-vta6.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.1,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,2.910383045678664e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/S-Vta7.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.09999999999999998,0.0006604798342438896,0.09100000000000819,0.10800000000000409,0.006604798342438898,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta07/V-vta7.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000174,2.911683065263002e-12,0.09999999999854481,0.10000000000582077,2.911683065262951e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/S-Vta8.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.1,0.0006606531503242498,0.09199999999998454,0.10799999999994725,0.006606531503242498,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta08/V-vta8.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.1,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,2.910383045678664e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/S-Vta9.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.09998709677419312,0.0006323238938723379,0.09699999999997999,0.10199999999997544,0.006324054945813188,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta09/V-vta9.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.1,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,2.910383045678664e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/S-Vta10.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.10000000000000002,0.0006867936684094969,0.0909999999998945,0.10900000000003729,0.006867936684094968,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta10/V-vta10.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999999903,2.90965568229088e-12,0.09999999999854481,0.10000000000582077,2.9096556822909082e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/S-Vta11.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10000000000000017,0.0005779171326261398,0.09699999999997999,0.10200000000008913,0.005779171326261388,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta11/V-vta11.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000286,2.912525045083756e-12,0.09999999999854481,0.10000000000582077,2.912525045083673e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/S-Vta12.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10000000000000014,0.0006225114661160281,0.09699999999997999,0.10299999999983811,0.006225114661160272,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta12/V-vta12.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000239,2.912173621745256e-12,0.09999999999854481,0.10000000000582077,2.912173621745186e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/S-Vta13.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.100002481389578,0.0006437281275863538,0.09600000000000364,0.10399999999981446,0.006437121545800378,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta13/V-vta13.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999998917,2.9022269387439198e-12,0.09999999999854481,0.10000000000582077,2.9022269387442343e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/S-Vta14.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.09999999999999995,0.0006363906545419011,0.09600000000000364,0.10500000000001819,0.006363906545419014,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta14/V-vta14.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999999798,2.9088682295169006e-12,0.09999999999854481,0.10000000000582077,2.9088682295169593e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/S-Vta15.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10000000000000006,0.0008406728074789336,0.09000000000014552,0.10999999999989996,0.008406728074789331,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta15/V-vta15.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999999651,2.907756215622477e-12,0.09999999999854481,0.10000000000582077,2.9077562156225786e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.09999999999999999,0.0006473739217187765,0.09000000000014552,0.10999999999989996,0.006473739217187766,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/V-vta16.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000013,1.3283832590594987e-05,0.09900000000197906,0.10100000000238651,0.0001328383259059497,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/S-Vta17.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10026250553342184,0.01762333172974468,0.09300000000030195,1.2840000000001055,0.17577190631716322,mostly_stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta17/V-vta17.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999999903,2.9096580980090555e-12,0.09999999999854481,0.10000000000582077,2.9096580980090834e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/S-Vta19.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10000343642611723,0.0007058824108324434,0.09699999999975262,0.10400000000026921,0.007058581545384702,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta19/V-vta19.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.099999999999995,2.906625830737637e-12,0.09999999999854481,0.10000000000582077,2.9066258307377825e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,time_since_start_ms,10.000000000000568,exact,0.09999999999999432,0.10000000000000002,0.0006178595840064563,0.09499999999999886,0.10500000000000398,0.006178595840064562,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.0999999999999991,2.909705363142567e-12,0.09999999999854481,0.10000000000582077,2.909705363142593e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/S-Vta21.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.1,0.0005762378398905403,0.09600000000000364,0.10400000000004184,0.005762378398905403,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta21/V-vta21.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000141,2.9114329462989144e-12,0.09999999999854481,0.10000000000582077,2.911432946298873e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.10000063979526547,0.000590498103608361,0.09600000000000364,0.10400000000004184,0.0059049432565362265,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000187,2.9117786523645697e-12,0.09999999999854481,0.10000000000582077,2.9117786523645155e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/S-Vta23.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.09999999999999998,0.0006454390164007024,0.09500000000002728,0.10400000000004184,0.006454390164007026,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta23/V-vta23.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000131,2.911366707757723e-12,0.09999999999854481,0.10000000000582077,2.911366707757685e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/S-Vta24.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.10000085470085468,0.000668586431579755,0.09600000000000364,0.10400000000004184,0.006685807172146507,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta24/V-vta24.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.1,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,2.910383045678664e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/S-Vta25.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.09999689922480627,0.0005623783912630726,0.09699999999997999,0.1029999999999518,0.005623958298934565,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta25/V-vta25.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.1,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,2.910383045678664e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/S-Vta26.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.09999999999999999,0.0005815146218444815,0.09600000000000364,0.10300000000006548,0.005815146218444815,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta26/V-vta26.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000075,2.910947213090581e-12,0.09999999999854481,0.10000000000582077,2.9109472130905586e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/S-Vta27.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10000000000000003,0.0005332578389420388,0.09600000000000364,0.10400000000004184,0.005332578389420386,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta27/V-vta27.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.0999999999999977,2.9086622269371854e-12,0.09999999999854481,0.10000000000582077,2.908662226937252e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/S-Vta28.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10000000000000002,0.0005820634108166454,0.0929999999998472,0.1069999999999709,0.005820634108166453,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta28/V-vta28.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999999862,2.9093453321613937e-12,0.09999999999854481,0.10000000000582077,2.909345332161434e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/S-Vta29.csv,time_since_start_ms,10.000000000000568,exact,0.09999999999999432,0.09999063291139242,0.0011217812934407885,0.0009999999999763531,0.11099999999999,0.01121886381532223,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta29/V-vta29.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000006,9.185529127931082e-06,0.09900000000197906,0.10100000000238651,9.185529127931076e-05,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/S-Vta30.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.1,0.0007316274115907559,0.0660000000002583,0.13400000000001455,0.007316274115907559,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta30/V-vta30.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.1,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,2.910383045678664e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.1202058736389897,4.024250336301483,0.0009999999999763531,661.3760000000001,33.47798418226534,severely_irregular,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/V-vtb1.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.09999999999999987,7.849719173107635e-06,0.09900000000197906,0.10100000000238651,7.849719173107645e-05,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/S-Vtb2.csv,time_since_start_ms,9.999999999999858,exact,0.10000000000000142,0.1,0.0006498791019387002,0.09399999999993724,0.10700000000008458,0.006498791019387002,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/V-vtb2.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10001751313485088,0.0013232561260465,0.09999999999854481,0.19999999999708962,0.013230244229951907,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,time_since_start_ms,9.999999999997726,exact,0.10000000000002274,0.09999999999999999,0.0006602842113191995,0.09500000000002728,0.10599999999999454,0.006602842113191995,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/V-vtb3.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000017,2.9105155040641102e-12,0.09999999999854481,0.10000000000582077,2.910515504064105e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/S-Vtb4.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.1,0.0005631315273711161,0.09799999999995634,0.10200000000008913,0.005631315273711161,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/V-vtb4.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.1,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,2.910383045678664e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,time_since_start_ms,10.000000000009095,exact,0.09999999999990905,0.10000001553108546,0.0008643267564102214,0.07999999999992724,0.11900000000014188,0.00864326622170915,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/V-vtb5.csv,time_of_day_s,10.00000000014552,exact,0.09999999999854481,0.10000000000000006,5.573344682306492e-06,0.09900000000197906,0.10100000000238651,5.5733446823064886e-05,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,time_since_start_ms,9.99999999996362,exact,0.1000000000003638,0.10000000000000146,0.001166259390450778,0.08799999999973807,0.11200000000008004,0.01166259390450761,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/V-vtb6.csv,time_of_day_s,9.999999999417923,exact,0.10000000000582077,0.10000000000002342,7.124131982508725e-12,0.09999999999126885,0.10000000000582077,7.124131982507056e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,time_since_start_ms,9.99999999996362,exact,0.1000000000003638,0.10000217391304195,0.0007024767149111802,0.09599999999954889,0.10300000000006548,0.007024614440102342,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/V-vtb7.csv,time_of_day_s,9.999999999417923,exact,0.10000000000582077,0.1,7.128953417949148e-12,0.09999999999126885,0.10000000000582077,7.128953417949147e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,time_since_start_ms,9.99999999996362,exact,0.1000000000003638,0.10000000000000109,0.0009276689685508391,0.09399999999914144,0.10500000000047294,0.00927668968550829,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/V-vtb8.csv,time_of_day_s,9.999999999417923,exact,0.10000000000582077,0.09999999999999563,7.129842700979013e-12,0.09999999999126885,0.10000000000582077,7.129842700979324e-11,stable,VERIFIED_FROM_FILE
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,time_since_start_ms,9.99999999996362,exact,0.1000000000003638,0.09999778270510014,0.0006936483813636518,0.09699999999975262,0.10300000000006548,0.006936637619348673,stable,VERIFIED_FROM_FILE
